dci	dcirenommer	relation	code	substances	validation		
CLINDAMYCINE			917	CLINDAMYCINE (PHOSPHATE DE)	semiautomatique		
CLINDAMYCINE			97838	CLINDAMYCINE (CHLORHYDRATE DE) HYDRATÉ	semiautomatique		
CLOCINIZINE			1472	CHLORHYDRATE DE CLOCINIZINE	semiautomatique		
CLOCINIZINE			1472	CHLOCINIZINE (DICHLORHYDRATE DE)	semiautomatique		
CLOMIPRAMINE			1493	CLOMIPRAMINE (CHLORHYDRATE DE)	semiautomatique		
CLOMIPRAMINE			1493	CHLORHYDRATE DE CLOMIPRAMINE	semiautomatique		
CLONIDINE			464	CLONIDINE (CHLORHYDRATE DE)	semiautomatique		
CLOPIDOGREL			22203	CLOPIDOGREL (CHLORHYDRATE DE)	semiautomatique		
CLOPIDOGREL			22203	CHLORHYDRATE DE CLOPIDOGREL	semiautomatique		
CLOPIDOGREL			52920	HYDROGÉNOSULFATE DE CLOPIDOGREL	semiautomatique		
CLOPIDOGREL			52920	BISULFATE DE CLOPIDOGREL	semiautomatique		
CLOPIDOGREL			52920	CLOPIDOGREL (HYDROGÉNOSULFATE DE)	semiautomatique		
CLOPIDOGREL			41909	BÉSILATE DE CLOPIDOGREL	semiautomatique		
CLOPIDOGREL			54904	BROMHYDRATE DE CLOPIDOGREL MONOHYDRATÉ	semiautomatique		
CLORAZEPATE			1507	CLORAZÉPATE DIPOTASSIQUE	semiautomatique		
CLOXACILLINE			1362	CLOXACILLINE SODIQUE MONOHYDRATÉE	semiautomatique		
CODEINE			25936	PHOSPHATE DE CODÉINE ANHYDRE	semiautomatique		
CODEINE			4815	CODÉINE (CHLORHYDRATE DE)	semiautomatique		
CODEINE			3782	CAMPHOSULFONATE DE CODÉINE	semiautomatique		
CODEINE			3782	CAMSILATE DE CODÉINE	semiautomatique		
CODEINE			3782	CODÉINE (CAMSILATE DE)	semiautomatique		
CODEINE			468	CODÉINE (PHOSPHATE DE) SESQUIHYDRATÉ	semiautomatique		
CODEINE			74765	CODÉINE (PHOSPHATE DE)	semiautomatique		
CODEINE			98173	CODÉINE (RÉSINATE DE)	semiautomatique		
CODEINE			74765	CODÉINE (PHOSPHATE DE) HÉMIHYDRATÉ	semiautomatique		
CODEINE			74765	PHOSPHATE DE CODÉINE HÉMIHYDRATÉ	semiautomatique		
COLESEVELAM			50447	COLÉSÉVÉLAM (CHLORHYDRATE DE)	semiautomatique		
COLISTINE			4823	SULFATE DE COLISTINE	semiautomatique		
CONSOMMATION D'ALCOOL			35	ALCOOL	semiautomatique		
CONSOMMATION D'ALCOOL			35	ÉTHANOL À 96 POUR CENT	semiautomatique		
CONSOMMATION D'ALCOOL			1378	D-PHÉNOTHRINE	semiautomatique		
CONSOMMATION D'ALCOOL			1378	SUMITHRINE	semiautomatique		
CONSOMMATION D'ALCOOL			15213	SALIGÉNINE	semiautomatique		
CONSOMMATION D'ALCOOL			15213	ALCOOL SALICYLIQUE	semiautomatique		
CONSOMMATION D'ALCOOL			346	POLY(ALCOOL VINYLIQUE)	semiautomatique		
CONSOMMATION D'ALCOOL			3152	ALCOOL DICHLORO-2,4 BENZYLIQUE	semiautomatique		
CONSOMMATION D'ALCOOL			3152	DICHLOROBENZYLIQUE (ALCOOL)	semiautomatique		
CONSOMMATION D'ALCOOL			33	ALCOOL BENZYLIQUE	semiautomatique		
CONSOMMATION D'ALCOOL			74175	ALCOOL CINNAMIQUE	semiautomatique		
CONSOMMATION D'ALCOOL			4655	ISOPROPYLIQUE (ALCOOL)	semiautomatique		
CONSOMMATION D'ALCOOL			4655	ALCOOL ISOPROPYLIQUE	semiautomatique		
CONSOMMATION D'ALCOOL			5324	ALCOOL PROPYLIQUE	semiautomatique		
CORTISONE			5409	ACÉTATE DE CORTISONE	semiautomatique		
CYAMEMAZINE			5760	CYAMÉMAZINE (TARTRATE DE)	semiautomatique		
CYANOCOBALAMINE			22380	CYANOCOBALAMINE (57CO)	semiautomatique		
CYCLIZINE			1547	CHLORHYDRATE DE CYCLIZINE	semiautomatique		
CYCLOPENTOLATE			5777	CYCLOPENTOLATE (CHLORHYDRATE DE)	semiautomatique		
CYCLOPHOSPHAMIDE			77405	CYCLOPHOSPHAMIDE ANHYDRE	semiautomatique		
CYPROHEPTADINE			3197	CHLORHYDRATE DE CYPROHEPTADINE	semiautomatique		
CYPROTERONE			987	ACÉTATE DE CYPROTÉRONE	semiautomatique		
CYPROTERONE			987	CYPROTÉRONE (ACÉTATE DE)	semiautomatique		
DABIGATRAN			82447	DABIGATRAN ÉTEXILATE BASE	semiautomatique		
DABIGATRAN			83321	DABIGATRAN ÉTEXILATE (MÉSILATE DE)	semiautomatique		
DABRAFENIB			95704	MÉSILATE DE DABRAFÉNIB	semiautomatique		
DACARBAZINE			35048	CITRATE DE DACARBAZINE	semiautomatique		
DACLATASVIR			35345	DICHLORHYDRATE DE DACLATASVIR	semiautomatique		
DALFOPRISTINE			89443	DALFOPRISTINE BASE	semiautomatique		
DALFOPRISTINE			45221	MÉSILATE DE DALFOPRISTINE	semiautomatique		
DALTEPARINE SODIQUE			2489	NORAMIDOPYRINE MÉTHANESULFONATE SODIQUE	semiautomatique		
DALTEPARINE SODIQUE			2489	MÉTAMIZOLE SODIQUE	semiautomatique		
DALTEPARINE SODIQUE			39196	FOSINOPRIL SODIQUE	semiautomatique		
DALTEPARINE SODIQUE			3087	SULFORUTOSIDE SODIQUE	semiautomatique		
DALTEPARINE SODIQUE			3087	SODIUM (RUTINESULFATE DE)	semiautomatique		
DALTEPARINE SODIQUE			30925	CEFTRIAXONE DISODIQUE HÉMIHEPTAHYDRATÉ	semiautomatique		
DALTEPARINE SODIQUE			30925	CEFTRIAXONE DISODIQUE	semiautomatique		
DALTEPARINE SODIQUE			30925	CEFTRIAXONE SODIQUE	semiautomatique		
DALTEPARINE SODIQUE			86162	MONTÉLUKAST SODIQUE	semiautomatique		
DALTEPARINE SODIQUE			872	AMOXICILLINE SODIQUE	semiautomatique		
DALTEPARINE SODIQUE			92529	ÉPOPROSTÉNOL SODIQUE	semiautomatique		
DANAPAROIDE SODIQUE			2489	NORAMIDOPYRINE MÉTHANESULFONATE SODIQUE	semiautomatique		
DANAPAROIDE SODIQUE			2489	MÉTAMIZOLE SODIQUE	semiautomatique		
DANAPAROIDE SODIQUE			30925	CEFTRIAXONE DISODIQUE HÉMIHEPTAHYDRATÉ	semiautomatique		
DANAPAROIDE SODIQUE			30925	CEFTRIAXONE DISODIQUE	semiautomatique		
DANAPAROIDE SODIQUE			30925	CEFTRIAXONE SODIQUE	semiautomatique		
DANAPAROIDE SODIQUE			3087	SULFORUTOSIDE SODIQUE	semiautomatique		
DANAPAROIDE SODIQUE			3087	SODIUM (RUTINESULFATE DE)	semiautomatique		
DANAPAROIDE SODIQUE			39196	FOSINOPRIL SODIQUE	semiautomatique		
DANAPAROIDE SODIQUE			86162	MONTÉLUKAST SODIQUE	semiautomatique		
DANAPAROIDE SODIQUE			872	AMOXICILLINE SODIQUE	semiautomatique		
DANAPAROIDE SODIQUE			92529	ÉPOPROSTÉNOL SODIQUE	semiautomatique		
DANTROLENE			836	DANTROLÈNE SODIQUE	semiautomatique		
DAPOXETINE			83503	CHLORHYDRATE DE DAPOXÉTINE	semiautomatique		
DARIFENACINE			38015	BROMHYDRATE DE DARIFÉNACINE	semiautomatique		
DARUNAVIR			39005	ÉTHANOLATE DE DARUNAVIR	semiautomatique		
DASABUVIR			47615	DASABUVIR SODIQUE MONOHYDRATÉ	semiautomatique		
DASATINIB			19755	DASATINIB MONOHYDRATÉ	semiautomatique		
DAUNORUBICINE			1578	CHLORHYDRATE DE DAUNORUBICINE	semiautomatique		
DAUNORUBICINE			1578	DAUNORUBICINE (CHLORHYDRATE DE)	semiautomatique		
DEFEROXAMINE			1584	MÉSILATE DE DÉFÉROXAMINE	semiautomatique		
DEMECLOCYCLINE			70512	DÉMÉCLOCYCLINE BASE	semiautomatique		
DEMECLOCYCLINE			1593	CHLORHYDRATE DE DÉMÉCLOCYCLINE	semiautomatique		
DESIPRAMINE			3306	DÉSIPRAMINE (CHLORHYDRATE DE)	semiautomatique		
DESMOPRESSINE			13582	ACÉTATE DE DESMOPRESSINE TRIHYDRATÉ	semiautomatique		
DESMOPRESSINE			13582	DESMOPRESSINE (ACÉTATE DE) TRIHYDRATÉ	semiautomatique		
DESOXYCORTONE			482	ACÉTATE DE DÉSOXYCORTONE	semiautomatique		
DEXAMETHASONE			3675	PHOSPHATE SODIQUE DE DEXAMÉTHASONE	semiautomatique		
DEXAMETHASONE			4429	DEXAMÉTHASONE (MÉTASULFOBENZOATE SODIQUE DE)	semiautomatique		
DEXAMETHASONE			3673	ACÉTATE DE DEXAMÉTHASONE	semiautomatique		
DEXAMETHASONE			3675	DEXAMÉTHASONE (PHOSPHATE SODIQUE DE)	semiautomatique		
DEXAMETHASONE			73377	DEXAMÉTHASONE (PHOSPHATE DE)	semiautomatique		
DEXAMETHASONE			73377	DEXAMÉTHASONE PHOSPHATE	semiautomatique		
DEXAMETHASONE			73377	PHOSPHATE DE DEXAMÉTHASONE	semiautomatique		
DEXAMETHASONE			73377	DEXAMÉTHASONE PHOSPHATE ACIDE ANHYDRE	semiautomatique		
DEXAMETHASONE			73377	ESTER MONOPHOSPHORIQUE ACIDE ANHYDRE DE DEXAMÉTHASONE	semiautomatique		
DEXCHLORPHENIRAMINE			3218	MALÉATE DE DEXCHLORPHÉNIRAMINE	semiautomatique		
DEXKETOPROFENE TROMETAMOL			30646	DEXKÉTOPROFÈNE	semiautomatique		
DEXKETOPROFENE TROMETAMOL			65061	FOSFOMYCINE TROMÉTAMOL	semiautomatique		
DEXKETOPROFENE TROMETAMOL			97986	LODOXAMIDE TROMÉTAMOL	semiautomatique		
DEXKETOPROFENE TROMETAMOL			97986	LODOXAMIDE TROMÉTHAMINE	semiautomatique		
DEXMEDETOMIDINE			63187	CHLORHYDRATE DE DEXMÉDÉTOMIDINE	semiautomatique		
DEXRAZOXANE			44152	CHLORHYDRATE DE DEXRAZOXANE	semiautomatique		
DEXTRAN			17426	DEXTRAN 70	semiautomatique		
DEXTRAN			23779	DEXTRAN 60	semiautomatique		
DEXTRAN			2968	DEXTRAN 40	semiautomatique		
DEXTRAN			4328	DEXTRAN (SULFATE DE)	semiautomatique		
DEXTROMETHORPHANE			3229	BROMHYDRATE DE DEXTROMÉTHORPHANE MONOHYDRATÉ	semiautomatique		
DEXTROMETHORPHANE			3229	BROMHYDRATE DE DEXTROMÉTHORPHANE	semiautomatique		
DEXTROMETHORPHANE			3229	DEXTROMÉTHORPHANE (BROMHYDRATE DE)	semiautomatique		
DEXTROMORAMIDE			3227	TARTRATE DE DEXTROMORAMIDE	semiautomatique		
DEXTROPROPOXYPHENE			3570	CHLORHYDRATE DE DEXTROPROPOXYPHÈNE	semiautomatique		
DI(ACEFYLLINE) DIPHENHYDRAMINE			4906	DI(ACÉFYLLINE) DIPHÉNHYDRAMINE	semiautomatique		
DI(ACEFYLLINE) DIPHENHYDRAMINE			27299	DI(OXO-5-PYRROLIDONE CARBOXYLATE-2) DE ZINC	semiautomatique		
DI(ACEFYLLINE) DIPHENHYDRAMINE			3858	ACÉFYLLINE HEPTAMINOL	semiautomatique		
DI(ACEFYLLINE) DIPHENHYDRAMINE			2970	ETHER DI(HYDROXYBUTYLIQUE)	semiautomatique		
DI(ACEFYLLINE) DIPHENHYDRAMINE			4785	CALCIUM (DI-OXOGLURATE DE)	semiautomatique		
DI(ACEFYLLINE) DIPHENHYDRAMINE			4785	DL-ALPHA-CETOGLUTARATE DE CALCIUM	semiautomatique		
DI(ACEFYLLINE) DIPHENHYDRAMINE			77060	ACIDE 4,5-DI(ACÉTYLOXY)ANTHRAQUINONE-2-CARBOXYLIQUE	semiautomatique		
DI(ACEFYLLINE) DIPHENHYDRAMINE			77060	DIACÉRHÉINE	semiautomatique		
DI(ACEFYLLINE) DIPHENHYDRAMINE			77060	DIACÉRÉINE	semiautomatique		
DICITRATE TRIMAGNESIEN	citrate de magnesium		4752	BÉTAÏNE (CITRATE DE) MONOHYDRATÉ	semiautomatique		
DICITRATE TRIMAGNESIEN	citrate de magnesium		30514	MAGNÉSIUM (CITRATE DE)	manuelle		
DICITRATE TRIMAGNESIEN	citrate de magnesium		30514	CITRATE DE MAGNÉSIUM	manuelle		
DICITRATE TRIMAGNESIEN	citrate de magnesium		34251	CITRATE DE SILDÉNAFIL	semiautomatique		
DICITRATE TRIMAGNESIEN	citrate de magnesium		29205	CITRATE DE BÉTAÏNE ANHYDRE	semiautomatique		
DICITRATE TRIMAGNESIEN	citrate de magnesium		4414	MAGNÉSIUM (CITRATE DE) ANHYDRE	semiautomatique		
DICITRATE TRIMAGNESIEN	citrate de magnesium		29205	BÉTAÏNE (CITRATE DE) ANHYDRE	semiautomatique		
DICITRATE TRIMAGNESIEN	citrate de magnesium		1901	CITRATE DE FENTANYL	semiautomatique		
DICITRATE TRIMAGNESIEN	citrate de magnesium		1901	FENTANYL (CITRATE DE)	semiautomatique		
DICITRATE TRIMAGNESIEN	citrate de magnesium		4752	CITRATE DE BÉTAÏNE MONOHYDRATÉ	semiautomatique		
DICITRATE TRIMAGNESIEN	citrate de magnesium		126	CITRATE DE TAMOXIFÈNE	semiautomatique		
DICITRATE TRIMAGNESIEN	citrate de magnesium		126	TAMOXIFÈNE (CITRATE DE)	semiautomatique		
DICITRATE TRIMAGNESIEN	citrate de magnesium		34251	SILDÉNAFIL (CITRATE DE)	semiautomatique		
DICLOFENAC			22364	DICLOFÉNAC DE DIÉTHYLAMINE	semiautomatique		
DICLOFENAC			22364	DICLOFÉNAC (SEL DE DIÉTHYLAMMONIUM)	semiautomatique		
DICLOFENAC			48613	DICLOFÉNAC POTASSIQUE	semiautomatique		
DICLOFENAC			37	DICLOFÉNAC SODIQUE	semiautomatique		
DICLOFENAC			99970	DICLOFÉNAC (ÉPOLAMINE DE)	semiautomatique		
DICLOFENAC			99970	ÉPOLAMINE DE DICLOFÉNAC	semiautomatique		
DICLOXACILLINE			1655	DICLOXACILLINE SODIQUE	semiautomatique		
DIHEXYVERINE			1673	CHLORHYDRATE DE DIHEXYVÉRINE	semiautomatique		
DIHYDRALAZINE			1674	SULFATE DE DIHYDRALAZINE	semiautomatique		
DIHYDRALAZINE			1674	DIHYDRALAZINE (SULFATE DE)	semiautomatique		
DIHYDRALAZINE			1674	DIHYDRALAZINE (SULFATE DE) HYDRATÉ	semiautomatique		
DIHYDRALAZINE			94174	MÉSILATE DE DIHYDRALAZINE	semiautomatique		
DIHYDROCODEINE			6987	DIHYDROCODÉINE (TARTRATE DE)	semiautomatique		
DIHYDROERGOTAMINE			81034	DIHYDROERGOTAMINE BASE	semiautomatique		
DIHYDROERGOTAMINE			3790	DIHYDROERGOTAMINE (MÉSILATE DE)	semiautomatique		
DIHYDROERGOTAMINE			3790	MÉSILATE DE DIHYDROERGOTAMINE	semiautomatique		
DILTIAZEM			915	CHLORHYDRATE DE DILTIAZEM	semiautomatique		
DILTIAZEM			915	DILTIAZEM (CHLORHYDRATE DE)	semiautomatique		
DINITRATE D'ISOSORBIDE			1378	D-PHÉNOTHRINE	semiautomatique		
DINITRATE D'ISOSORBIDE			1378	SUMITHRINE	semiautomatique		
DINITRATE D'ISOSORBIDE			15095	D-CAMPHRE	semiautomatique		
DINITRATE D'ISOSORBIDE			28348	SOLUTION DE DINITRATE D'ISOSORBIDE	semiautomatique		
DINITRATE D'ISOSORBIDE			28348	ISOSORBIDE (DINITRATE D') (SOLUTION DE)	semiautomatique		
DIPHEMANIL			3219	DIPHÉMANIL (MÉTHYLSULFATE DE)	semiautomatique		
DIPHENHYDRAMINE			2678	DIPHÉNHYDRAMINE (CHLORHYDRATE DE)	semiautomatique		
DIPHENHYDRAMINE			2678	CHLORHYDRATE DE DIPHÉNHYDRAMINE	semiautomatique		
DISOPYRAMIDE			604	PHOSPHATE DE DISOPYRAMIDE	semiautomatique		
DISOPYRAMIDE			604	DISOPYRAMIDE (PHOSPHATE DE)	semiautomatique		
DOCETAXEL			5376	DOCÉTAXEL TRIHYDRATÉ	semiautomatique		
DOLASETRON			56406	DOLASETRON BASE	semiautomatique		
DOLASETRON			93332	DOLASÉTRON MÉSILATE MONOHYDRATÉ	semiautomatique		
DOLUTEGRAVIR			41060	DOLUTÉGRAVIR SODIQUE	semiautomatique		
DONEPEZIL			33803	CHLORHYDRATE DE DONÉPÉZIL	semiautomatique		
DONEPEZIL			33803	DONÉPÉZIL (CHLORHYDRATE DE)	semiautomatique		
DONEPEZIL			67154	CHLORHYDRATE DE DONÉPÉZIL MONOHYDRATÉ	semiautomatique		
DONEPEZIL			67154	DONÉPÉZIL (CHLORHYDRATE DE) MONOHYDRATÉ	semiautomatique		
DOPAMINE			5249	CHLORHYDRATE DE DOPAMINE	semiautomatique		
DOPAMINE			5249	DOPAMINE (CHLORHYDRATE DE)	semiautomatique		
DORIPENEM			38150	DORIPÉNEM MONOHYDRATÉ	semiautomatique		
DOSULEPINE			87	DOSULÉPINE (CHLORHYDRATE DE)	semiautomatique		
DOXAZOSINE			9301	DOXAZOSINE (MÉSILATE DE)	semiautomatique		
DOXAZOSINE			9301	MÉSILATE DE DOXAZOSINE	semiautomatique		
DOXEPINE			1755	DOXÉPINE (CHLORHYDRATE DE)	semiautomatique		
DOXORUBICINE			3236	DOXORUBICINE (CHLORHYDRATE DE)	semiautomatique		
DOXORUBICINE			3236	CHLORHYDRATE DE DOXORUBICINE	semiautomatique		
DOXYCYCLINE			1756	CHLORHYDRATE DE DOXYCYCLINE	semiautomatique		
DOXYCYCLINE			1756	DOXYCYCLINE (CHLORHYDRATE DE)	semiautomatique		
DOXYCYCLINE			19414	HYCLATE DE DOXYXYCLINE	semiautomatique		
DOXYCYCLINE			19414	DOXYCYCLINE (HYCLATE DE)	semiautomatique		
DOXYCYCLINE			66876	CARRAGHENATE DE DOXYCYCLINE	semiautomatique		
DOXYCYCLINE			7055	DOXYCYCLINE HYDRATÉE	semiautomatique		
DOXYCYCLINE			7055	DOXYCYCLINE MONOHYDRATÉE	semiautomatique		
DOXYCYCLINE			939	DOXYCYCLINE POLYPHOSPHATE SODIQUE	semiautomatique		
DOXYLAMINE			3225	DOXYLAMINE (SUCCINATE DE)	semiautomatique		
DOXYLAMINE			3225	HYDROGÉNOSUCCINATE DE DOXYLAMINE	semiautomatique		
DOXYLAMINE			3225	SUCCINATE DE DOXYLAMINE	semiautomatique		
DRONEDARONE			78319	DRONÉDARONE (CHLORHYDRATE DE)	semiautomatique		
DULOXETINE			80476	DULOXÉTINE (CHLORHYDRATE DE)	semiautomatique		
DULOXETINE			80476	CHLORHYDRATE DE DULOXÉTINE	semiautomatique		
ECONAZOLE			3929	ÉCONAZOLE (NITRATE D')	semiautomatique		
ECONAZOLE			3929	NITRATE D'ÉCONAZOLE	semiautomatique		
ELETRIPTAN			58382	BROMHYDRATE D'ÉLÉTRIPTAN	semiautomatique		
ELTROMBOPAG			27173	ELTROMBOPAG OLAMINE	semiautomatique		
ENALAPRIL			3682	MALÉATE D'ÉNALAPRIL	semiautomatique		
ENALAPRIL			3682	ÉNALAPRIL (MALÉATE D')	semiautomatique		
ENOXACINE			8050	ÉNOXACINE SESQUIHYDRATÉ	semiautomatique		
ENOXACINE			30195	ÉNOXACINE ANHYDRE	semiautomatique		
ENOXAPARINE			8351	ÉNOXAPARINE SODIQUE 	semiautomatique		
EPHEDRINE			4278	CHLORHYDRATE D'ÉPHÉDRINE	semiautomatique		
EPHEDRINE			4278	ÉPHÉDRINE (CHLORHYDRATE D')	semiautomatique		
EPHEDRINE			99330	EPHEDRINE HEMIHYDRATE	semiautomatique		
EPIRUBICINE			40628	ÉPIRUBICINE (CHLORHYDRATE D')	semiautomatique		
EPIRUBICINE			40628	CHLORHYDRATE D'ÉPIRUBICINE	semiautomatique		
EPOPROSTENOL			92529	ÉPOPROSTÉNOL SODIQUE	semiautomatique		
EPROSARTAN			89617	MÉSILATE D'ÉPROSARTAN	semiautomatique		
ERGOTAMINE			4281	TARTRATE D'ERGOTAMINE	semiautomatique		
ERGOTAMINE			4281	ERGOTAMINE (TARTRATE D')	semiautomatique		
ERIBULINE			67656	MÉSILATE D'ÉRIBULINE	semiautomatique		
ERLOTINIB			27387	ERLOTINIB (CHLORHYDRATE D')	semiautomatique		
ERTAPENEM			52977	ERTAPÉNEM SODIQUE	semiautomatique		
ERYTHROMYCINE			26259	ÉRYTHROMYCINE (LACTOBIONATE D')	semiautomatique		
ERYTHROMYCINE			26259	LACTOBIONATE D'ÉRYTHROMYCINE	semiautomatique		
ERYTHROMYCINE			3245	PROPIONATE D'ÉRYTHROMYCINE	semiautomatique		
ERYTHROMYCINE			3245	ÉRYTHROMYCINE (PROPIONATE D')	semiautomatique		
ERYTHROMYCINE			374	ÉTHYLSUCCINATE D'ÉRYTHROMYCINE	semiautomatique		
ERYTHROMYCINE			374	ÉRYTHROMYCINE (ÉTHYLSUCCINATE D')	semiautomatique		
ERYTHROMYCINE			98195	ÉRYTHROMYCINE DIHYDRATÉE	semiautomatique		
ESCITALOPRAM			78924	ESCITALOPRAM (OXALATE D')	semiautomatique		
ESCITALOPRAM			78924	OXALATE D'ESCITALOPRAM	semiautomatique		
ESCLICARBAZEPINE	ESLICARBAZEPINE		61493	ESLICARBAZÉPINE (ACÉTATE D')	manuelle		
ESCLICARBAZEPINE	ESLICARBAZEPINE		61493	ESLICARBAZÉPINE (ACÉTATE D')	manuelle		
ESLICARBAMAZEPINE	ESLICARBAZEPINE		61493	ESLICARBAZÉPINE (ACÉTATE D')	manuelle		
ESLICARBAMAZEPINE	ESLICARBAZEPINE		61493	ESLICARBAZÉPINE (ACÉTATE D')	manuelle		
ESMOLOL			10471	ESMOLOL (CHLORHYDRATE D')	semiautomatique		
ESMOLOL			10471	CHLORHYDRATE D'ESMOLOL	semiautomatique		
ESOMEPRAZOLE			44234	ÉSOMÉPRAZOLE SODIQUE	semiautomatique		
ESOMEPRAZOLE			61112	ÉSOMÉPRAZOLE MAGNÉSIUM TRIHYDRATÉ	semiautomatique		
ESOMEPRAZOLE			83165	ÉSOMÉPRAZOLE MAGNÉSIQUE	semiautomatique		
ESOMEPRAZOLE			96973	ÉSOMÉPRAZOLE MAGNÉSIQUE DIHYDRATÉ	semiautomatique		
ESOMEPRAZOLE			61112	ÉSOMÉPRAZOLE MAGNÉSIQUE TRIHYDRATÉ	semiautomatique		
ESTRADIOL			1580	DIUNDECYLATE ESTRADIOL	semiautomatique		
ESTRADIOL			2356	HEXAHYDROBENZOATE D'ESTRADIOL	semiautomatique		
ESTRADIOL			27020	ACETATE D'ESTRADIOL	semiautomatique		
ESTRADIOL			4285	BENZOATE D'ESTRADIOL	semiautomatique		
ESTRADIOL			4287	VALÉRATE D'ESTRADIOL	semiautomatique		
ESTRADIOL			4287	ESTRADIOL (VALÉRATE D')	semiautomatique		
ESTRADIOL			71064	BÊTA-ESTRADIOL HÉMIHYDRATÉ	semiautomatique		
ESTRADIOL			71064	ESTRADIOL HÉMIHYDRATÉ	semiautomatique		
ESTRAMUSTINE			34630	ESTRAMUSTINE PHOSPHATE	semiautomatique		
ESTRAMUSTINE			959	ESTRAMUSTINE (PHOSPHATE DISODIQUE D') MONOHYDRATÉ	semiautomatique		
ESTROGENES SULFOCONJUGUES EQUINS			3082	ESTROGÈNES SULFOCONJUGÉS ÉQUINS	semiautomatique		
ESTROGENES SULFOCONJUGUES EQUINS			3082	ESTROGÈNES CONJUGUÉS 	semiautomatique		
ETHAMBUTOL			1802	ÉTHAMBUTOL (CHLORHYDRATE D')	semiautomatique		
ETHAMBUTOL			1802	CHLORHYDRATE D'ÉTHAMBUTOL	semiautomatique		
ETHINYLESTRADIOL			24247	ÉTHINYLESTRADIOL BÉTADEX-CLATHRATE	semiautomatique		
ETHYLMORPHINE			4216	CHLORHYDRATE D'ÉTHYLMORPHINE	semiautomatique		
ETHYLMORPHINE			4216	ÉTHYLMORPHINE (CHLORHYDRATE D')	semiautomatique		
ETIFOXINE			934	ÉTIFOXINE (CHLORHYDRATE D')	semiautomatique		
ETILEFRINE			1853	ÉTILÉFRINE (CHLORHYDRATE D')	semiautomatique		
ETOPOSIDE			26376	ÉTOPOSIDE (PHOSPHATE D')	semiautomatique		
EUCALYPTUS			155	HUILE ESSENTIELLE D'EUCALYPTUS	semiautomatique		
EUCALYPTUS			155	EUCALYPTUS (HUILE ESSENTIELLE D')	semiautomatique		
EUCALYPTUS			248	EUCALYPTUS (TEINTURE D')	semiautomatique		
EUCALYPTUS			91154	EUCALYPTUS (EXTRAIT SEC D')	semiautomatique		
EUCALYPTUS			78154	EUCALYPTUS (FEUILLE D') (POUDRE DE)	semiautomatique		
EUCALYPTUS			5957	EUCALYPTUS GLOBULUS POUR PRÉPARATIONS HOMÉOPATHIQUES	semiautomatique		
FAMPRIDINES	AMIFAMPRIDINE		72087	AMIFAMPRIDINE	manuelle		
FAMPRIDINES	AMIFAMPRIDINE		52114	PHOSPHATE D'AMIFAMPRIDINE	semiautomatique		
FAMPRIDINES	FAMPRIDINE		65723	FAMPRIDINE	manuelle		
FENOPROFENE			64768	FÉNOPROFÈNE CALCIUM	semiautomatique		
FENSPIRIDE			3314	FENSPIRIDE (CHLORHYDRATE DE)	semiautomatique		
FENSPIRIDE			3314	CHLORHYDRATE DE FENSPIRIDE	semiautomatique		
FENTANYL			1901	FENTANYL (CITRATE DE)	semiautomatique		
FENTANYL			1901	CITRATE DE FENTANYL	semiautomatique		
FENTANYL			62562	FENTANYL (CHLORHYDRATE DE)	semiautomatique		
FENTANYL			62562	CHLORHYDRATE DE FENTANYL	semiautomatique		
FER			4431	FER RÉDUIT	semiautomatique		
FER			31694	FER FERRIQUE	semiautomatique		
FER			27099	FER (OXYDE DE) BRUN	semiautomatique		
FER			510	FER (CITRATE DE) AMMONIACAL	semiautomatique		
FER			44739	FER (OXYDE DE) SUPERPARAMAGNETIQUE	semiautomatique		
FER			509	FER (OXALATE DE)	semiautomatique		
FER			77135	COMPLEXE FER-DEXTRANE	semiautomatique		
FER			64153	FER FERREUX	semiautomatique		
FER			77135	COMPLEXE HYDROXYDE FERRIQUE-DEXTRANE	semiautomatique		
FESOTERODINE			39396	FUMARATE DE FÉSOTÉRODINE	semiautomatique		
FEXOFENADINE			55222	FEXOFÉNADINE BASE	semiautomatique		
FEXOFENADINE			66219	CHLORHYDRATE DE FEXOFÉNADINE	semiautomatique		
FINGOLIMOD			97368	CHLORHYDRATE DE FINGOLIMOD	semiautomatique		
FLAVOXATE			25487	FLAVOXATE (CHLORHYDRATE DE)	semiautomatique		
FLECAINIDE			3226	FLÉCAÏNIDE (ACÉTATE DE)	semiautomatique		
FLECAINIDE			3226	ACÉTATE DE FLÉCAÏNIDE	semiautomatique		
FLUDARABINE			45009	PHOSPHATE DE FLUDARABINE	semiautomatique		
FLUDROCORTISONE			3818	ACÉTATE DE FLUDROCORTISONE	semiautomatique		
FLUNARIZINE			27488	FLUNARIZINE BASE	semiautomatique		
FLUNARIZINE			27929	FLUNARIZINE (CHLORHYDRATE DE)	semiautomatique		
FLUOR			85033	FLUOR ÉLÉMENT	semiautomatique		
FLUOXETINE			48800	FLUOXÉTINE BASE	semiautomatique		
FLUOXETINE			7560	FLUOXÉTINE (CHLORHYDRATE DE)	semiautomatique		
FLUOXETINE			7560	CHLORHYDRATE DE FLUOXÉTINE	semiautomatique		
FLUPENTIXOL			89752	FLUPENTIXOL BASE	semiautomatique		
FLUPENTIXOL			571	FLUPENTIXOL (DÉCANOATE DE)	semiautomatique		
FLUPENTIXOL			4916	FLUPENTIXOL (CHLORHYDRATE DE)	semiautomatique		
