CUI	code	termino	libmatch	score	synonyme_atome	libDB	libDBprefere	lib_atome	lib_CUI	manu
C0124008	DB03133	drugbank	2 beta d glucopyranosyl 5 methyl 1 2 3 benzimidazole	1.5414742	d-streptamine, o-6-amino-6-deoxy-alpha-d-glucopyranosyl-(1-4)-o-(3-deoxy-4-c-methyl-3-(methylamino)-beta-l-arabinopyranosyl-(1-6))-n1-(3-amino-2-hydroxy-1-oxopropyl)-2-deoxy-, (s)-	2-(beta-d-glucopyranosyl)-5-methyl-1,2,3-benzimidazole	2-(Beta-D-Glucopyranosyl)-5-Methyl-1,2,3-Benzimidazole	isepamicin	isepamicin	0
C0032856	DB04599	drugbank	1 p anisoyl 2 pyrrolidinone	1.5347227	2-pyrrolidinone, 1-ethenyl-, homopolymer	1-p-anisoyl-2-pyrrolidinone	Aniracetam	Povidone	Povidone	0
C0771693	DB01245	drugbank	decamethylenebis trimethylammonium 	1.5347227	(2-(diphenylmethoxy)ethyl)trimethylammonium	decamethylenebis(trimethylammonium)	Decamethonium	MEFENIDRAMIUM	MEFENIDRAMIUM	0
C0022251	DB04790	drugbank	2 5 bis o 3 amino imino methyl phenyl 1 4 3 6 dianhydro d glucitol	1.5329292	d-glucitol, 1,4:3,6-dianhydro-	2,5-bis-o-{3-[amino(imino)methyl]phenyl}-1,4:3,6-dianhydro-d-glucitol	2,5-bis-o-{3-[amino(imino)methyl]phenyl}-1,4:3,6-dianhydro-d-glucitol	Isosorbide	Isosorbide	0
C0072151	DB07706	drugbank	2 3 17beta trihydroxy 1 3 5 10 estratriene	1.5301859	3-propoxy-17 beta-methoxy-1,3,5(10)-estratriene	2,3,17beta-trihydroxy-1,3,5(10)-estratriene	2,3,17BETA-TRIHYDROXY-1,3,5(10)-ESTRATRIENE	promestriene	promestriene	0
C0165703	DB03930	drugbank	4 methyl pyrroline 5 carboxylic acid	1.5264767	(s)-3-(n-((s)-1-ethoxycarbonyl-3-phenylpropyl)-l-alanyl)-1-methyl-2-oxoimidazoline-4-carboxylic acid	4-methyl-pyrroline-5-carboxylic acid	4-Methyl-Pyrroline-5-Carboxylic Acid	imidapril	imidapril	0
C0051247	DB04821	drugbank	8 amino 2 methyl 4 phenyl 1 2 3 4 tetrahydroisoquinoline	1.513681	2-(4-((2-methyl-2-propenyl)amino)phenyl)propionic acid	8-amino-2-methyl-4-phenyl-1,2,3,4-tetrahydroisoquinoline	Nomifensine	alminoprofen	alminoprofen	0
C0117899	DB11593	drugbank	3 1 benzoxazine 2 4 1h dione	1.5096513	1h-indene-1,3(2h)-dione, 2-(4-fluorophenyl)-	3,1-benzoxazine-2,4(1h)-dione	Isatoic anhydride	fluindione	fluindione	0
C0063830	DB02122	drugbank	4 iodo acetamido phenylboronic acid	1.504613	5-acetamido-n-(2- hydroxyethyl)-2,4,6-triiodoisophthalamic acid	4-iodo-acetamido phenylboronic acid	4-iodo-acetamido phenylboronic acid	ioxitalamic acid	ioxitalamic acid	0
C0051247	DB02494	drugbank	alpha hydroxy beta phenyl propionic acid	1.4967141	2-(4-((2-methyl-2-propenyl)amino)phenyl)propionic acid	alpha-hydroxy-beta-phenyl-propionic acid	Alpha-Hydroxy-Beta-Phenyl-Propionic Acid	alminoprofen	alminoprofen	0
C0077388	DB00245	drugbank	3alpha benzhydryloxy 8 methyl 8 azabicyclo 3 2 1 octane	1.4886853	3-dibenzo(b,e)thiepin-11(6h)-ylidene-8-methyl-8-azabicyclo(3.2.1) octane	3alpha-benzhydryloxy-8-methyl-8-azabicyclo[3.2.1]octane	Benzatropine	tropatepine	tropatepine	0
C0051247	DB02057	drugbank	s alpha amino 3 hydroxy 5 methyl 4 isoxazolepropionic acid	1.4692519	benzeneacetic acid, alpha-methyl-4-((2-methyl-2-propenyl)amino)-	(s)-alpha-amino-3-hydroxy-5-methyl-4-isoxazolepropionic acid	(S)-AMPA	alminoprofen	alminoprofen	0
C0006668	DB00017	drugbank	calcitonin salmon recombinant	1.4683616	calcitonin	calcitonin salmon recombinant	Salmon Calcitonin	Calcitonine	Calcitonin	part
C0025397	DB08103	drugbank	2 6 dibromo 4 phenoxyphenol	1.4604461	2,7-dibromo-4-hydroxymercurifluoresceine disodium salt	2,6-dibromo-4-phenoxyphenol	2,6-dibromo-4-phenoxyphenol	Merbromine	Merbromin	0
C0055155	DB02425	drugbank	hexadecyl octanoate	1.4604461	benzenemethanaminium, n-hexadecyl, n,n-dimethyl-	hexadecyl octanoate	Hexadecyl Octanoate	Cetalkonium	Cetalkonium	0
C0055155	DB02425	drugbank	hexadecyl n octanoate	1.4604461	benzenemethanaminium, n-hexadecyl, n,n-dimethyl-	hexadecyl n-octanoate	Hexadecyl Octanoate	Cetalkonium	Cetalkonium	0
C0055155	DB02425	drugbank	hexadecyl caprylate	1.4604461	benzenemethanaminium, n-hexadecyl, n,n-dimethyl-	hexadecyl caprylate	Hexadecyl Octanoate	Cetalkonium	Cetalkonium	0
C0025397	DB00693	drugbank	9 o carboxyphenyl 6 hydroxy 3h xanthen 3 one	1.4548875	mercury, (2',7'-dibromo-3',6'-dihydroxy-3-oxospiro(isobenzofuran-1(3h),9'-(9h)xanthen)-4'-yl)hydroxy-, disodium salt	9-(o-carboxyphenyl)-6-hydroxy-3h-xanthen-3-one	Fluorescein	Merbromine	Merbromin	0
C0031432	DB07718	drugbank	3 4 hydroxy phenyl pyruvic acid	1.4544725	4-piperidinecarboxylic acid, 1-(3-hydroxy-3-phenylpropyl)-4-phenyl-, ethyl ester	3-(4-hydroxy-phenyl)pyruvic acid	3-(4-HYDROXY-PHENYL)PYRUVIC ACID	Phenoperidine	Phenoperidine	0
C0027235	DB07897	drugbank	1 hydroxymethyleneamino 8 hydroxy octane	1.4541487	(3-endo,8-syn)-3-(3-hydroxy-1-oxo-2-phenylpropoxy)-8-methyl-8-(1-methylethyl)-8-azoniabicyclo(3.2.1)octane	1-(hydroxymethyleneamino)-8-hydroxy-octane	1-(HYDROXYMETHYLENEAMINO)-8-HYDROXY-OCTANE	ipratropium	Ipratropium	0
C0030815	DB01478	drugbank	1 methyl 4 phenyl 4 piperidinol propionate	1.4501396	4-piperidinol, 1-(4,4-bis(4-fluorophenyl)butyl)-4-(4-chloro-3-(trifluoromethyl)phenyl)-	1-methyl-4-phenyl-4-piperidinol propionate	desmethylprodine	penfluridol	Penfluridol	0
C0071082	DB03894	drugbank	n propargyl 1 s aminoindan	1.435298	7-chloro-5-phenyl-1-propargyl-1,4-benzodiazepin-2- one	n-propargyl-1(s)-aminoindan	N-Propargyl-1(S)-Aminoindan	pinazepam	pinazepam	0
C0071126	DB04131	drugbank	10 4 dimethylamino 5 hydroxy 6 methyl tetrahydro pyran 2 yloxy 8 ethyl 1 8 11 trihydroxy 7 8 9 10 tetrahydro naphthacene 5 12 dione	1.4305042	(8s,10s)-10-[[3-amino-2,3,6-trideoxy-4-o-(tetrahydro-2h-pyran-3-yl)-alpha-l-lyxo-hexopyranosyl]oxy]-8-glycoloyl-7,8,9,10-tetrahydro-6,8,11-trihydroxy-1-methoxy-5,12-naphthacenedione	10-(4-dimethylamino-5-hydroxy-6-methyl-tetrahydro-pyran-2-yloxy)-8-ethyl-1,8,11-trihydroxy-7,8,9,10-tetrahydro-naphthacene-5,12-dione	10-(4-Dimethylamino-5-Hydroxy-6-Methyl-Tetrahydro-Pyran-2-Yloxy)-8-Ethyl-1,8,11-Trihydroxy-7,8,9,10-Tetrahydro-Naphthacene-5,12-Dione	Pirarubicin	Pirarubicin	0
C0006668	DB00017	drugbank	calcitonin salmon synthetic 	1.4293456	calcitonin	calcitonin (salmon synthetic)	Salmon Calcitonin	Calcitonine	Calcitonin	part
C0031705	DB09414	drugbank	phosphoric acid dipotassium salt	1.4226481	phosphoric	phosphoric acid, dipotassium salt	Dipotassium phosphate	Phosphore	Phosphorus	0
C0124008	DB03354	drugbank	2 beta d glucopyranosyl 5 methyl 1 3 4 oxadiazole	1.415238	d-streptamine, o-6-amino-6-deoxy-alpha-d-glucopyranosyl-(1-4)-o-(3-deoxy-4-c-methyl-3-(methylamino)-beta-l-arabinopyranosyl-(1-6))-n1-(3-amino-2-hydroxy-1-oxopropyl)-2-deoxy-, (s)-	2-(beta-d-glucopyranosyl)-5-methyl-1,3,4-oxadiazole	2-(Beta-D-Glucopyranosyl)-5-Methyl-1,3,4-Oxadiazole	isepamicin	isepamicin	0
C0124008	DB03250	drugbank	2 beta d glucopyranosyl 5 methyl 1 3 4 benzothiazole	1.415238	d-streptamine, o-6-amino-6-deoxy-alpha-d-glucopyranosyl-(1-4)-o-(3-deoxy-4-c-methyl-3-(methylamino)-beta-l-arabinopyranosyl-(1-6))-n1-(3-amino-2-hydroxy-1-oxopropyl)-2-deoxy-, (s)-	2-(beta-d-glucopyranosyl)-5-methyl-1,3,4-benzothiazole	2-(Beta-D-Glucopyranosyl)-5-Methyl-1,3,4-Benzothiazole	isepamicin	isepamicin	0
C0008214	DB00351	drugbank	megestrol acetate	1.4103537	acetate, chlormadinon	megestrol acetate	Megestrol acetate	Chlormadinone	Chlormadinone Acetate	0
C0008214	DB01380	drugbank	cortone acetate	1.4103537	acetate, chlormadinon	cortone acetate	Cortisone acetate	Chlormadinone	Chlormadinone Acetate	0
C0008214	DB00823	drugbank	etynodiol acetate	1.4103537	acetate, chlormadinon	etynodiol acetate	Ethynodiol diacetate	Chlormadinone	Chlormadinone Acetate	0
C0008214	DB03098	drugbank	methylseleno acetate	1.4103537	acetate, chlormadinon	[methylseleno]acetate	[Methylseleno]Acetate	Chlormadinone	Chlormadinone Acetate	0
C0008214	DB00014	drugbank	goserelin acetate	1.4103537	acetate, chlormadinon	goserelin acetate	Goserelin	Chlormadinone	Chlormadinone Acetate	0
C0008214	DB04380	drugbank	diureido acetate	1.4103537	acetate, chlormadinon	diureido-acetate	Diureido-Acetate	Chlormadinone	Chlormadinone Acetate	0
C0008214	DB05288	drugbank	anecortave acetate	1.4103537	acetate, chlormadinon	anecortave acetate	anecortave acetate	Chlormadinone	Chlormadinone Acetate	0
C0008214	DB01227	drugbank	levomethadyl acetate	1.4103537	acetate, chlormadinon	levomethadyl acetate	Levomethadyl Acetate	Chlormadinone	Chlormadinone Acetate	0
C0008214	DB01433	drugbank	methadyl acetate	1.4103537	acetate, chlormadinon	methadyl acetate	Methadyl Acetate	Chlormadinone	Chlormadinone Acetate	0
C0008214	DB01227	drugbank	levomethadyl acetate	1.4103537	acetate, chlormadinon	levomethadyl acetate	Levomethadyl Acetate	Chlormadinone	Chlormadinone Acetate	0
C0008214	DB01918	drugbank	methyltelluro acetate	1.4103537	acetate, chlormadinon	[methyltelluro]acetate	[Methyltelluro]Acetate	Chlormadinone	Chlormadinone Acetate	0
C0008214	DB05259	drugbank	glatiramer acetate	1.4103537	acetate, chlormadinon	glatiramer acetate	Glatiramer Acetate	Chlormadinone	Chlormadinone Acetate	0
C0008214	DB00258	drugbank	lime acetate	1.4103537	acetate, chlormadinon	lime acetate	Calcium Acetate	Chlormadinone	Chlormadinone Acetate	0
C0008214	DB00511	drugbank	digitoxin 3 acetate	1.4103537	acetate, chlormadinon	digitoxin 3'''-acetate	Acetyldigitoxin	Chlormadinone	Chlormadinone Acetate	0
C0025397	DB09127	drugbank	phosphoric acid disodium salt anhydrous	1.3955442	2,7-dibromo-4-hydroxymercurifluoresceine disodium salt	phosphoric acid, disodium salt, anhydrous	Disodium phosphate	Merbromine	Merbromin	0
C0071126	DB01806	drugbank	10 4 dimethylamino 5 4 hydroxy 6 methyl 5 6 methyl 5 oxo tetrahydro pyran 2 yloxy tetrahydro pyrane 2 yloxy 6 methyl tetrahydro pyran 2 yloxy 8 ethyl 1 8 11 trihydroxy 7 8 9 10 tetrahydro naphthacene 5 12 dione	1.3910383	(8s,10s)-10-[[3-amino-2,3,6-trideoxy-4-o-(tetrahydro-2h-pyran-3-yl)-alpha-l-lyxo-hexopyranosyl]oxy]-8-glycoloyl-7,8,9,10-tetrahydro-6,8,11-trihydroxy-1-methoxy-5,12-naphthacenedione	10-{4-dimethylamino-5-[4-hydroxy-6-methyl-5-(6-methyl-5-oxo-tetrahydro-pyran-2-yloxy)-tetrahydro-pyrane-2-yloxy]-6-methyl-tetrahydro-pyran-2-yloxy}-8-ethyl-1,8,11-trihydroxy-7,8,9,10-tetrahydro-naphthacene-5,12-dione	10-{4-Dimethylamino-5-[4-Hydroxy-6-Methyl-5-(6-Methyl-5-Oxo-Tetrahydro-Pyran-2-Yloxy)-Tetrahydro-Pyrane-2-Yloxy]-6-Methyl-Tetrahydro-Pyran-2-Yloxy}-8-Ethyl-1,8,11-Trihydroxy-7,8,9,10-Tetrahydro-Naphthacene-5,12-Dione	Pirarubicin	Pirarubicin	0
C2725260	DB02540	drugbank	10s 10 formyl 5 8 10 trideazafolic acid	1.387203	(10s)-10-hydroxy-10,11-dihydro-5h-dibenzo(b,f)azepin-5-carboxamide	(10s)-10-formyl-5,8,10-trideazafolic acid	(10S)-10-Formyl-5,8,10-Trideazafolic Acid	eslicarbazepine	eslicarbazepine	0
C0076341	DB07187	drugbank	6 5 chloro 3 methyl 1 benzofuran 2 yl sulfonyl pyridazin 3 2h one	1.3815669	7-chloro-5-(1-cyclohexen-1- yl)-1,3-dihydro-1-methyl-2h-1,4-benzodiazepin-2-one	6-[(5-chloro-3-methyl-1-benzofuran-2-yl)sulfonyl]pyridazin-3(2h)-one	6-[(5-CHLORO-3-METHYL-1-BENZOFURAN-2-YL)SULFONYL]PYRIDAZIN-3(2H)-ONE	tetrazepam	tetrazepam	0
C0077013	DB08511	drugbank	6 amino 2 methyl 1 7 dihydro 8h imidazo 4 5 g quinazolin 8 one	1.3777655	6-(2-chlorophenyl)-2,4-dihydro-2-((4-methyl-1-piperazinyl)methylene)-8-nitro-1h-imidazo(1,2-a) (1,4)benzodiazepin-1-one	6-amino-2-methyl-1,7-dihydro-8h-imidazo[4,5-g]quinazolin-8-one	6-amino-2-methyl-1,7-dihydro-8H-imidazo[4,5-g]quinazolin-8-one	Loprazolam	triazulenone	0
C0053102	DB00149	drugbank	2s alpha 2 amino 4 methylvaleric acid	1.3752712	4-thia-1-azabicyclo(3.2.0)heptane-2-carboxylic acid, 3,3-dimethyl-7-oxo-6- ((phenylacetyl)amino)- (2s-(2-alpha,5-alpha,6-beta))-, compd. with n-(phenylmethyl)benzeneethanamine (1:1)	(2s)-alpha-2-amino-4-methylvaleric acid	L-Leucine	benethamine penicillin	benethamine penicillin	0
C0054452	DB01109	drugbank	unfractionated heparin	1.3722217	ca heparin	unfractionated heparin	Heparin	heparin calcium	heparin calcium	formof
C0054452	DB02322	drugbank	heparin disaccharide i s	1.3722217	ca heparin	heparin disaccharide i-s	Heparin Disaccharide I-S	heparin calcium	heparin calcium	
C0054452	DB11598	drugbank	heparin cofactor b	1.3722217	ca heparin	heparin cofactor b	Antithrombin III human	heparin calcium	heparin calcium	
C0025397	DB09472	drugbank	sulfuric acid disodium salt anhydrous	1.3654801	2,7-dibromo-4-hydroxymercurifluoresceine disodium salt	sulfuric acid disodium salt, anhydrous	Sodium sulfate	Merbromine	Merbromin	0
C0025397	DB09127	drugbank	disodium hydrogenphosphate	1.3568286	2,7-dibromo-4-hydroxymercurifluoresceine disodium salt	disodium hydrogenphosphate	Disodium phosphate	Merbromine	Merbromin	0
C0025397	DB05779	drugbank	oglufanide disodium	1.3568286	2,7-dibromo-4-hydroxymercurifluoresceine disodium salt	oglufanide disodium	oglufanide disodium	Merbromine	Merbromin	0
C0030815	DB01562	drugbank	1 phenethyl 4 phenyl 4 piperidinol acetate	1.3441356	4-piperidinol, 1-(4,4-bis(4-fluorophenyl)butyl)-4-(4-chloro-3-(trifluoromethyl)phenyl)-	1-phenethyl-4-phenyl-4-piperidinol acetate	1-(2-Phenylethyl)-4-phenyl-4-acetoxypiperidine	penfluridol	Penfluridol	0
C0050461	DB02675	drugbank	4 hydroxymaltosephenyl glycine	1.3428824	n-(3-acetylmercapto-2-benzylpropanoyl)glycine benzyl ester	(4-hydroxymaltosephenyl)glycine	(4-Hydroxymaltosephenyl)Glycine	racecadotril	racecadotril	0
C0050461	DB00345	drugbank	n p aminobenzoyl glycine	1.3428824	n-(3-acetylmercapto-2-benzylpropanoyl)glycine benzyl ester	n-(p-aminobenzoyl)glycine	Aminohippuric acid	racecadotril	racecadotril	0
C0050461	DB06756	drugbank	glycine betaine	1.3428824	n-(3-acetylmercapto-2-benzylpropanoyl)glycine benzyl ester	glycine betaine	Glycine betaine	racecadotril	racecadotril	0
C0376274	DB00227	drugbank	ml 530b	1.3428824	cajuput oil miscell oil (ml)	ml-530b	Lovastatin	CAJEPUT	cajuput oil	0
C0063830	DB06151	drugbank	l alpha acetamido beta mercaptopropionic acid	1.3253658	5-acetamido-n-(2- hydroxyethyl)-2,4,6-triiodoisophthalamic acid	l-alpha-acetamido-beta-mercaptopropionic acid	Acetylcysteine	ioxitalamic acid	ioxitalamic acid	0
C0040988	DB02932	drugbank	2r n 4 cyano 3 trifluoromethyl phenyl 3 4 fluorophenyl sulfonyl 2 hydroxy 2 methylpropanamide	1.3154491	1-butanone, 1-(4-fluorophenyl)-4-(4-hydroxy-4-(3-(trifluoromethyl)phenyl)-1-piperidinyl)-	(2r)-n-[4-cyano-3-(trifluoromethyl)phenyl]-3-[(4-fluorophenyl)sulfonyl]-2-hydroxy-2-methylpropanamide	(2r)-N-[4-Cyano-3-(Trifluoromethyl)Phenyl]-3-[(4-Fluorophenyl)Sulfonyl]-2-Hydroxy-2-Methylpropanamide	trifluperidol	Trifluperidol	0
C0063830	DB08570	drugbank	4 acetylamino 3 hydroxy 5 nitrobenzoic acid	1.3074816	3-(acetylamino)-5-(((2-hydroxyethyl)amino)carbonyl)- 2,4,6-triiodobenzoic acid	4-(acetylamino)-3-hydroxy-5-nitrobenzoic acid	4-(ACETYLAMINO)-3-HYDROXY-5-NITROBENZOIC ACID	ioxitalamic acid	ioxitalamic acid	0
C0124008	DB00167	drugbank	2s 3s 2 amino 3 methylpentanoic acid	1.2818564	(2s)-3-amino-n-((1r,2s,3s,4r,5s)-5-amino-4-[(6-amino-6-deoxy-d-glucopyranosyl)oxy]-2-{[3-deoxy-4-c-methyl-3-(methylamino)-l-arabinopyranosyl]oxy}-3-hydroxycyclohexyl)-2-hydroxypropanamide	(2s,3s)-2-amino-3-methylpentanoic acid	L-Isoleucine	isepamicin	isepamicin	0
C0076109	DB04079	drugbank	heptane 1 2 3 triol	1.2786752	6,6-dimethyl-2-methylene-bicyclo(3.1.1)heptane	heptane-1,2,3-triol	Heptane-1,2,3-Triol	beta-pinene	beta-pinene	0
C0032036	DB00744	drugbank	n 1 benzo b thien 2 ylethyl n hydroxyurea	1.275804	4-(9,10-dihydro-4h-benzo(4,5)cyclohepta(1,2-b)thien-4-ylidene)-1-methylpiperidine	n-(1-benzo(b)thien-2-ylethyl)-n-hydroxyurea	Zileuton	Pizotifene	Pizotyline	0
C0032036	DB00744	drugbank	+ 1 1 benzo b thien 2 ylethyl 1 hydroxyurea	1.275804	4-(9,10-dihydro-4h-benzo(4,5)cyclohepta(1,2-b)thien-4-ylidene)-1-methylpiperidine	(+-)-1-(1-benzo[b]thien-2-ylethyl)-1-hydroxyurea	Zileuton	Pizotifene	Pizotyline	0
C0028426	DB08744	drugbank	6 methoxy 9 methyl 1 3 dioxolo 4 5 h quinolin 8 9h one	1.2681501	1(3h)-isobenzofuranone, 6,7-dimethoxy-3-(5,6,7,8-tetrahydro-4-methoxy-6-methyl-1,3-dioxolo(4,5-g)isoquinolin-5-yl)-, (s-(r*,s*))-	6-methoxy-9-methyl[1,3]dioxolo[4,5-h]quinolin-8(9h)-one	6-methoxy-9-methyl[1,3]dioxolo[4,5-h]quinolin-8(9H)-one	Noscapine	Noscapine	0
C0071126	DB00385	drugbank	2 oxo 2 2s 4s 2 5 12 trihydroxy 7 methoxy 6 11 dioxo 4 2 3 6 trideoxy 3 trifluoroacetyl amino hexopyranosyl oxy 1 2 3 4 6 11 hexahydrotetracen 2 yl ethyl pentanoate	1.2674686	(8s,10s)-10-[[3-amino-2,3,6-trideoxy-4-o-(tetrahydro-2h-pyran-3-yl)-alpha-l-lyxo-hexopyranosyl]oxy]-8-glycoloyl-7,8,9,10-tetrahydro-6,8,11-trihydroxy-1-methoxy-5,12-naphthacenedione	2-oxo-2-[(2s,4s)-2,5,12-trihydroxy-7-methoxy-6,11-dioxo-4-({2,3,6-trideoxy-3-[(trifluoroacetyl)amino]hexopyranosyl}oxy)-1,2,3,4,6,11-hexahydrotetracen-2-yl]ethyl pentanoate	Valrubicin	Pirarubicin	Pirarubicin	0
C0071069	DB07110	drugbank	4 4 fluorobenzyl piperidine	1.2669768	1-methyl-4-(thioxanthen-9-ylidene)piperidine	4-(4-fluorobenzyl)piperidine	4-(4-FLUOROBENZYL)PIPERIDINE	pimethixene	pimethixene	0
C0028355	DB01540	drugbank	4 hydroxy 19 normethyltestosterone	1.2667954	19-norpregn-4-en-3-one, 17-hydroxy-, (17alpha)-	4-hydroxy-19-normethyltestosterone	17alpha-methyl-4-hydroxynandrolone	Norethandrolone	Norethandrolone	0
C0028355	DB01500	drugbank	4 hydroxy 19 nortestosterone	1.2667954	19-norpregn-4-en-3-one, 17-hydroxy-, (17alpha)-	4-hydroxy-19-nortestosterone	4-Hydroxy-19-nortestosterone	Norethandrolone	Norethandrolone	0
C0063830	DB00689	drugbank	7 d alpha aminophenyl acetamido cephalosporanic acid	1.2662319	5-acetamido-n-(2- hydroxyethyl)-2,4,6-triiodoisophthalamic acid	7-(d-alpha-aminophenyl-acetamido)cephalosporanic acid	Cephaloglycin	ioxitalamic acid	ioxitalamic acid	0
C0074246	DB00840	drugbank	hydroxypropyl cellulose	1.2546424	1-(2'-hydroxypropyl)-2-methyl-5- nitroimidazole	hydroxypropyl cellulose	Hydroxypropyl cellulose	secnidazole	secnidazole	0
C0063830	DB06151	drugbank	2r 2 acetylamino 3 sulfanylpropanoic acid	1.2435892	3-(acetylamino)-5-(((2-hydroxyethyl)amino)carbonyl)- 2,4,6-triiodobenzoic acid	(2r)-2-acetylamino-3-sulfanylpropanoic acid	Acetylcysteine	ioxitalamic acid	ioxitalamic acid	0
C2605025	DB06742	drugbank	4 2 amino 3 5 dibromophenyl methyl amino cyclohexanol	1.2365955	4-isopropenyl-1-methyl-1-cyclohexanol	4-(((2-amino-3,5-dibromophenyl)methyl)amino)cyclohexanol	Ambroxol	beta-terpinol	1-methyl-4-(1-methylethenyl)cyclohexanal	0
C0063830	DB02614	drugbank	1 r 1 acetamido 2 3 carboxyphenyl ethyl boronic acid	1.2336909	5-acetamido-n-(2- hydroxyethyl)-2,4,6-triiodoisophthalamic acid	1(r)-1-acetamido-2-(3-carboxyphenyl)ethyl boronic acid	1(R)-1-Acetamido-2-(3-Carboxyphenyl)Ethyl Boronic Acid	ioxitalamic acid	ioxitalamic acid	0
C0063830	DB07762	drugbank	4 n acetylamino 3 n 2 ethylbutanoylamino benzoic acid	1.2312303	3-(acetylamino)-5-(((2-hydroxyethyl)amino)carbonyl)- 2,4,6-triiodobenzoic acid	4-(n-acetylamino)-3-[n-(2-ethylbutanoylamino)]benzoic acid	4-(N-ACETYLAMINO)-3-[N-(2-ETHYLBUTANOYLAMINO)]BENZOIC ACID	ioxitalamic acid	ioxitalamic acid	0
C0042674	DB07074	drugbank	6 carbamimidoyl 4 3 hydroxy 2 methyl benzoylamino naphthalene 2 carboxylic acid methyl ester	1.2177644	eburnamenine-14-carboxylic acid, 14,15-dihydro-14-hydroxy-, methyl ester, (3alpha,14beta,16alpha)-	6-carbamimidoyl-4-(3-hydroxy-2-methyl-benzoylamino)-naphthalene-2-carboxylic acid methyl ester	6-CARBAMIMIDOYL-4-(3-HYDROXY-2-METHYL-BENZOYLAMINO)-NAPHTHALENE-2-CARBOXYLIC ACID METHYL ESTER	Vincamine	Vincamine	0
C0030415	DB11058	drugbank	yellow soft paraffin	1.2159511	paraffin	yellow soft paraffin	Petrolatum	Paraffine	Paraffin	
C2725260	DB08747	drugbank	11r 10 acetyl 11 2 4 dichlorophenyl 6 hydroxy 3 3 dimethyl 2 3 4 5 10 11 hexahydro 1h dibenzo b e 1 4 diazepin 1 one	1.2061535	(10s)-10-hydroxy-10,11-dihydro-5h-dibenzo(b,f)azepin-5-carboxamide	(11r)-10-acetyl-11-(2,4-dichlorophenyl)-6-hydroxy-3,3-dimethyl-2,3,4,5,10,11-hexahydro-1h-dibenzo[b,e][1,4]diazepin-1-one	(11R)-10-acetyl-11-(2,4-dichlorophenyl)-6-hydroxy-3,3-dimethyl-2,3,4,5,10,11-hexahydro-1H-dibenzo[b,e][1,4]diazepin-1-one	eslicarbazepine	eslicarbazepine	0
C0076341	DB07487	drugbank	6 methyl 3 4 dihydro 2h chromen 2 yl methylphosphinate	1.2051222	7-chloro-5-(1-cyclohexen-1- yl)-1,3-dihydro-1-methyl-2h-1,4-benzodiazepin-2-one	(6-methyl-3,4-dihydro-2h-chromen-2-yl)methylphosphinate	(6-METHYL-3,4-DIHYDRO-2H-CHROMEN-2-YL)METHYLPHOSPHINATE	tetrazepam	tetrazepam	0
C0030415	DB11058	drugbank	white soft paraffin	1.2030944	paraffin	white, soft paraffin	Petrolatum	Paraffine	Paraffin	
C0031432	DB01010	drugbank	ethyl 3 hydroxy phenyl dimethyl ammonium	1.2025255	4-piperidinecarboxylic acid, 1-(3-hydroxy-3-phenylpropyl)-4-phenyl-, ethyl ester	ethyl-(3-hydroxy-phenyl)-dimethyl-ammonium	Edrophonium	Phenoperidine	Phenoperidine	0
C0124008	DB03425	drugbank	2s 4r 4 methylglutamate	1.1927857	(2s)-3-amino-n-((1r,2s,3s,4r,5s)-5-amino-4-[(6-amino-6-deoxy-d-glucopyranosyl)oxy]-2-{[3-deoxy-4-c-methyl-3-(methylamino)-l-arabinopyranosyl]oxy}-3-hydroxycyclohexyl)-2-hydroxypropanamide	2s,4r-4-methylglutamate	2s,4r-4-Methylglutamate	isepamicin	isepamicin	
C0071069	DB01074	drugbank	+ 2 2 2 dicyclohexylethyl piperidine	1.1831276	1-methyl-4-(thioxanthen-9-ylidene)piperidine	(+)-2-(2,2-dicyclohexylethyl)piperidine	Perhexiline	pimethixene	pimethixene	
C0071069	DB01074	drugbank	2 2 2 dicyclohexylethyl piperidine	1.1831276	1-methyl-4-(thioxanthen-9-ylidene)piperidine	(-)-2-(2,2-dicyclohexylethyl)piperidine	Perhexiline	pimethixene	pimethixene	
C0071069	DB03575	drugbank	1 1 phenylcyclohexyl piperidine	1.1831276	1-methyl-4-(thioxanthen-9-ylidene)piperidine	1-(1-phenylcyclohexyl)piperidine	Phencyclidine	pimethixene	pimethixene	
C0071069	DB01074	drugbank	2 2 2 dicyclohexylethyl piperidine	1.1831276	1-methyl-4-(thioxanthen-9-ylidene)piperidine	2-(2,2-dicyclohexylethyl)piperidine	Perhexiline	pimethixene	pimethixene	
C3652935	DB00028	drugbank	intravenous immunoglobulin	1.1831276	antithymocyte immunoglobulin (rabbit)	intravenous immunoglobulin	Immune Globulin Human	antithymocyte immunoglobulin (rabbit)	antithymocyte immunoglobulin (rabbit)	
C0063830	DB08565	drugbank	l 1 naphthyl 2 acetamido ethane boronic acid	1.1774149	5-acetamido-n-(2- hydroxyethyl)-2,4,6-triiodoisophthalamic acid	l-1-naphthyl-2-acetamido-ethane boronic acid	L-1-NAPHTHYL-2-ACETAMIDO-ETHANE BORONIC ACID	ioxitalamic acid	ioxitalamic acid	0
