"CUI"	"synonymes"
"C0029983"	"methylphenylisoxazolyl penicillin"
"C0029983"	"oxacillin"
"C0029983"	"oxacillin (product)"
"C0029983"	"oxacillin (substance)"
"C0029983"	"oxacillin [chemical/ingredient]"
"C0029983"	"oxazocilline"
"C0029983"	"penicillin, methylphenylisoxazolyl"
"C0029983"	"oxacillin (medication)"
"C0069717"	"1,2-diaminocyclohexane platinum oxalate"
"C0069717"	"1,2-diamminocyclohexane(trans-1)oxolatoplatinum(ii)"
"C0069717"	"1-ohp"
"C0069717"	"diaminocyclohexane oxalatoplatinum"
"C0069717"	"l-ohp"
"C0069717"	"l-ohp cpd"
"C0069717"	"oxaliplatin"
"C0069717"	"oxalatoplatin"
"C0069717"	"oxalatoplatinum"
"C0069717"	"oxaliplatin (product)"
"C0069717"	"oxaliplatin (substance)"
"C0069717"	"[(1r,-2r)-1,2-cyclohexanediamine-n,n'][oxalato (2--)-o,o']platinum"
"C0069717"	"oxalato (1r,2r-cyclohexanediamine)platinum(ii)"
"C0069717"	"oxalato (trans-l-1,2-diaminocyclohexane)platinum(ii)"
"C0069717"	"oxalato-(1,2-cyclohexanediamine)platinum ii"
"C0069717"	"oxaliplatin (medication)"
"C0069717"	"oxaliplatin [chemical/ingredient]"
"C0069717"	"oxaliplatine"
"C0069717"	"platinum(ii)-1,2-cyclohexanediamine oxalate"
"C0069717"	"trans-l dach oxalatoplatinum"
"C0069717"	"trans-l diaminocyclohexane oxalatoplatinum"
"C0134337"	"1-(3-(4-(diphenylmethyl)-1-piperazinyl)propyl)-1,3-dihydro-2h-benzimidazol-2-one"
"C0134337"	"oxatomide"
"C0134337"	"oxatomide (product)"
"C0134337"	"oxatomide (substance)"
"C0134337"	"oxatimide"
"C0134337"	"oxatomide (medication)"
"C0029997"	"2h-1,4-benzodiazepin-2-one, 7-chloro-1,3-dihydro-3-hydroxy-5-phenyl-"
"C0029997"	"oxazepam"
"C0029997"	"oxazepam (product)"
"C0029997"	"oxazepam (substance)"
"C0029997"	"oxazepam [chemical/ingredient]"
"C0029997"	"ro 5-6789"
"C0029997"	"seresta"
"C0029997"	"wy-3498"
"C0029997"	"oxazepam (medication)"
"C0069749"	"10-chloro-2,3,7,11b-tetrahydro-2-methyl-11b-phenylbenzo(6,7)(1,4)diazepino(5,4-b) oxazol-6-one"
"C0069749"	"oxazolam"
"C0069749"	"oxazolazepam"
"C0069751"	"10,11-dihydro-10-oxo-5h-dibenz(b,f)azepine-5-carboxamide"
"C0069751"	"oxcarbazepine"
"C0069751"	"oxcarbazepine (product)"
"C0069751"	"oxcarbazepine (substance)"
"C0069751"	"oxcarbazepine (medication)"
"C0069751"	"oxcarbazepine [chemical/ingredient]"
"C0069751"	"oxcarbazepine substance"
"C0069760"	"oxetorone"
"C0000578"	"2-amino-3-(5-hydroxy-1-h-indol-3-yl)propionic acid"
"C0000578"	"2-amino-3-(5-hydroxy-1h-indol-3-yl)propanoic acid"
"C0000578"	"5 hydroxytryptophan"
"C0000578"	"5 htp"
"C0000578"	"5 hydroxy tryptophan"
"C0000578"	"5-htp"
"C0000578"	"5-hydroxy tryptophan"
"C0000578"	"5-hydroxy tryptophan (substance)"
"C0000578"	"5-hydroxy- tryptophan"
"C0000578"	"5-hydroxytryptophan"
"C0000578"	"5-hydroxytryptophan [chemical/ingredient]"
"C0000578"	"5-hydroxytryptophan (5-htp)"
"C0000578"	"htp 05"
"C0000578"	"hydroxytryptophan"
"C0000578"	"hydroxytryptophan 05"
"C0000578"	"hydroxytryptophan (5-)"
"C0000578"	"l-5-hydroxytryptophan"
"C0000578"	"levothym"
"C0000578"	"oxitriptan"
"C0000578"	"oxytryptophan"
"C0000578"	"tryptophan, 5 hydroxy"
"C0000578"	"tryptophan, 5-hydroxy-"
"C0069776"	"(7(s)-(1alpha,2beta,4beta,5alpha,7beta))-9-ethyl-7-(3-hydroxy-1-oxo-2-phenylpropoxy)-9-methyl-3-oxa-9-azoniatricyclo(3.3.1.02,4)nonane"
"C0069776"	"(8r)-6beta,7beta-epoxy-8-ethyl-3alpha-hydroxy-1alpha-h,5alpha-h-tropanium (-)-tropate."
"C0069776"	"oxitropium"
"C0069776"	"oxitropium (product)"
"C0069776"	"oxitropium (substance)"
"C0768401"	"oxomemazine"
"C0030040"	"2-propanol, 1-((1-methylethyl)amino)-3-(2-(2-propenyloxy)phenoxy)-"
"C0030040"	"oxprenolol"
"C0030040"	"oxprenolol (product)"
"C0030040"	"oxprenolol (substance)"
"C0030040"	"oxprenolol [chemical/ingredient]"
"C0030040"	"oxprenolol (medication)"
"C0030049"	"14-hydroxydihydrocodeinone"
"C0030049"	"4,5-epoxy-14-hydroxy-3-methoxy-17-methylmorphinan-6-one"
"C0030049"	"dihydrohydroxycodeinone"
"C0030049"	"dihydrone"
"C0030049"	"dinarkon"
"C0030049"	"morphinan-6-one, 4,5-epoxy-14-hydroxy-3-methoxy-17-methyl-, (5alpha)-"
"C0030049"	"oxycodone"
"C0030049"	"oxycodeinon"
"C0030049"	"oxycodone (product)"
"C0030049"	"oxycodone (substance)"
"C0030049"	"oxycodone sr"
"C0030049"	"oxycodone [chemical/ingredient]"
"C0030049"	"oxycodone product"
"C0030049"	"oxycodone product (product)"
"C0030049"	"oxycone"
"C0030049"	"oxycodone (medication)"
"C0030049"	"synthetic narcotics oxycodone"
"C0030071"	"oxymetazoline"
"C0030071"	"oxymetazoline (product)"
"C0030071"	"oxymetazoline (substance)"
"C0030071"	"oxymetazoline [chemical/ingredient]"
"C0030071"	"phenol, 3-((4,5-dihydro-1h-imidazol-2-yl)methyl)-6-(1,1-dimethylethyl)-2,4-dimethyl-"
"C0030092"	"(4s,4ar,5s,5ar,6s,12as)-4-(dimethylamino)-3,5,6,10,11,12a-hexahydroxy-6-methyl-1,12-dioxo-1,4,4a,5,5a,6,12,12a-octahydrotetracene -2-carboxamide"
"C0030092"	"2-naphthacenecarboxamide, 4-(dimethylamino)-1,4,4a,5,5a,6,11,12a-octahydro-3,5,6,10,12,12a-hexahydroxy-6-methyl-1,11-dioxo-, (4s-(4alpha,4aalpha,5alpha,5aalpha,6beta,12aalpha))-"
"C0030092"	"hydroxytetracycline"
"C0030092"	"oxytetracycline"
"C0030092"	"oxytetracycline (product)"
"C0030092"	"oxytetracycline (substance)"
"C0030092"	"oxytetracycline [chemical/ingredient]"
"C0030092"	"oxytetracycline (discontinued)"
"C0030092"	"oxytetracycline (discontinued) (medication)"
"C0030092"	"oxytetracyclines"
"C0030092"	"oxytetracyclines (medication)"
"C0144576"	"5beta,20-epoxy-1,2alpha,4,7beta,10beta,13alpha-hexahydroxytax-11-en-9-one, 4,10-diacetate 2-benzoate 13-ester with (2r,3s)-n-benzoyl-3-phenylisoserine"
"C0144576"	"benzenepropanoic acid, beta-(benzoylamino)-alpha-hydroxy-, 6,12b-bis(acetyloxy)-12-(benzoyloxy)-2a,3,4,4a,5,6,9,10,11,12,12a,12b-dodecahydro-4,11-dihydroxy-4a,8,13,13-tetramethyl-5-oxo-7,11-methano-1h-cyclodeca(3,4)benz(1,2-b)oxet-9-yl ester, (2ar-(2aalph"
"C0144576"	"benzenepropanoic acid, beta-(benzoylamino)-alpha-hydroxy-, 6,12b-bis(acetyloxy)-12-(benzoyloxy)-2a,3,4,4a,5,6,9,10,11,12,12a,12b-dodecahydro-4,11-dihydroxy-4a,8,13,13-tetramethyl-5-oxo-7,11-methano-1h-cyclodeca(3,4)benz(1,2-b)oxet-9-yl ester, (2ar-(2aalpha,4beta,4abeta,6beta,9alpha(alphar*,betas*),11alpha,1-2alpha,12aalpha,12balpha))-"
"C0144576"	"paclitaxel"
"C0144576"	"paclitaxel (product)"
"C0144576"	"paclitaxel (substance)"
"C0144576"	"paclitaxel preparation"
"C0144576"	"paclitaxel [chemical/ingredient]"
"C0144576"	"tax"
"C0144576"	"[2ar-[2a alpha,4beta,4a beta,6beta,9alpha(alphar*,betas*),-11alpha,12alpha,12a alpha,12b alpha]]-beta-(benzoylamino)-alpha-hydroxybenzene-propanoic acid 6,12b-bis(acetyloxy)-12-(benzoyloxy)-1a,33,4,-41,5,6,9,10,11,12,12a,12b-dodecahydro-4,11-dihydroxy-41,8,-12,13-tetramethyl-5-oxo-7,11-methano-1h-cyclodeca[3,4]benz[1,2-b]oxet-9-yl ester"
"C0144576"	"paclitaxel (medication)"
"C0753678"	"3-(2-(4-(6-fluoro-3-(1,2-benzisoxazolyl))-1-piperidinyl)ethyl)-6,7,8,9-tetrahydro-9-hydroxy-2-methyl-4h-pyrido(1,2-a)pyrimidin-4-one"
"C0753678"	"4h-pyrido(1,2-a)pyrimidin-4-one, 3-(2-(4-(6-fluoro-1,2-benzisoxazol-3-yl)-1-piperidinyl)ethyl)-6,7,8,9-tetrahydro-9-hydroxy-2-methyl-"
"C0753678"	"9 hydroxy risperidone"
"C0753678"	"9 hydroxyrisperidone"
"C0753678"	"9 oh risperidone"
"C0753678"	"9-hydroxy-risperidone"
"C0753678"	"9-hydroxyrisperidone"
"C0753678"	"9-hydroxyrisperidone (substance)"
"C0753678"	"9-oh-risperidone"
"C0753678"	"paliperidone"
"C0753678"	"paliperidone (product)"
"C0753678"	"paliperidone (substance)"
"C0753678"	"paliperidone (medication)"
"C0030310"	"pancuronium"
"C0030310"	"pancuronium (product)"
"C0030310"	"pancuronium (substance)"
"C0030310"	"pancuronium [chemical/ingredient]"
"C0030310"	"piperidinium, 1,1'-((2beta,3alpha,5alpha,16beta,17beta)-3,17-bis(acetyloxy)androstane-2,16-diyl)bis(1-methyl-)"
"C0879427"	"abx-egf"
"C0879427"	"abx-egf mab"
"C0879427"	"abx-egf monoclonal antibody"
"C0879427"	"abx-egf, clone e7.6.3"
"C0879427"	"immunoglobulin, anti-(human epidermal growth factor receptor) (human monoclonal abx-egf heavy chain), disulfide with human monoclonal abx-egf light chain, dimer"
"C0879427"	"moab abx-egf"
"C0879427"	"monoclonal antibody abx-egf"
"C0879427"	"panitumumab"
"C0879427"	"panitumumab (product)"
"C0879427"	"panitumumab (substance)"
"C0879427"	"panitumumab (medication)"
"C0879427"	"panitumumab [chemical/ingredient]"
"C0879427"	"panitumumab antibody, human"
"C0081876"	"1h-benzimidazole, 5-(difluoromethoxy)-2-(((3,4-dimethoxy-2-pyridinyl)methyl)sulfinyl)-"
"C0081876"	"pantoprazole"
"C0081876"	"pantoprazole (product)"
"C0081876"	"pantoprazole (substance)"
"C0081876"	"pantoprazole (medication)"
"C0081876"	"pantoprazole [chemical/ingredient]"
"C0030415"	"hard paraffin"
"C0030415"	"hard paraffin (product)"
"C0030415"	"paraffin"
"C0030415"	"paraffin hydrocarbons"
"C0030415"	"paraffin wax"
"C0030415"	"paraffin wax [va product]"
"C0030415"	"paraffin (substance)"
"C0030415"	"paraffin (substance) [ambiguous]"
"C0030415"	"paraffin [chemical/ingredient]"
"C0030415"	"paraffin hard"
"C0030415"	"paraffin product"
"C0030415"	"paraffin product (product)"
"C0030415"	"paraffin product (substance)"
"C0030415"	"paraffin wax (substance)"
"C0030415"	"paraffin, nos"
"C0030415"	"paraffins"
"C0915142"	"n-(((5-methyl-3-phenylisoxazol-4-yl)-phenyl)sulfonyl)propanamide"
"C0915142"	"n-(((me-p)-p)s)p"
"C0915142"	"parecoxib"
"C0915142"	"parecoxib (product)"
"C0915142"	"parecoxib (substance)"
"C0915142"	"propanamide, n-((4-(5-methyl-3-phenyl-4- isoxazolyl)phenyl)sulfonyl)-"
"C3864824"	"paritaprevir"
"C3864824"	"paritaprevir (product)"
"C3864824"	"paritaprevir (substance)"
"C0070122"	"(-)-(3s,4r)-4-(p-fluorophenyl)-3-((3,4-(methylenedioxy)phenoxy)methyl)piperidine"
"C0070122"	"(-)-trans-4-(p-fluorophenyl)-3-((3,4-(methylenedioxy)phenoxy)methyl)piperidine"
"C0070122"	"paroxetine"
"C0070122"	"paroxetine (product)"
"C0070122"	"paroxetine (substance)"
"C0070122"	"paroxetine [chemical/ingredient]"
"C0070122"	"piperidine, 3-((1,3-benzodioxol-5-yloxy)methyl)-4-(4-fluorophenyl)-, (3s-trans)-"
"C1872203"	"cyclo((4r)-4-(2-aminoethylcarbamoyloxy)-l-prolyl-l-phenylglycyl-d-tryptophyl-l-lysyl-4-o-benzyl-l-tyrosyl-l-phenylalanyl-)"
"C1872203"	"pasireotide"
"C1872203"	"pasireotide (product)"
"C1872203"	"pasireotide (substance)"
"C1831796"	"benzenesulfonamide, 5-((4-((2,3-dimethyl-2h-indazol-6-yl)methylamino)-2-pyrimidinyl)amino)-2-methyl-"
"C1831796"	"pazopanib"
"C1831796"	"pazopanib (product)"
"C1831796"	"pazopanib (substance)"
"C0030771"	"3-quinolinecarboxylic acid, 1-ethyl-6-fluoro-1,4-dihydro-7-(4-methyl-1-piperazinyl)-4-oxo-"
"C0030771"	"pef"
"C0030771"	"pefloxacin"
"C0030771"	"pefloxacin (product)"
"C0030771"	"pefloxacin (substance)"
"C0030771"	"pefloxacin [chemical/ingredient]"
"C0030771"	"pefloxacine"
"C3658706"	"immunoglobulin g4, anti-(human programmed cell death 1); humanized mouse monoclonal (228-l-proline(h10-s>p))gamma 4 heavy chain (134-218')-disulfide with humanized mouse monoclonal kappa light chain dimer (226-226'':229-229'')-bisdisulfide"
"C3658706"	"lambrolizumab"
"C3658706"	"pembrolizumab"
"C3658706"	"chemotherapeutics pembrolizumab"
"C3658706"	"pembrolizumab (medication)"
"C0030815"	"4-piperidinol, 1-(4,4-bis(4-fluorophenyl)butyl)-4-(4-chloro-3-(trifluoromethyl)phenyl)-"
"C0030815"	"penfluridol"
"C0030815"	"penfluridol (substance)"
"C0030815"	"penfluridol [chemical/ingredient]"
"C0030817"	".beta.,.beta.-dimethylcysteine"
"C0030817"	"3-mercapto-d-valine"
"C0030817"	"alpha-amino-beta-methyl-beta-mercaptobutyric acid"
"C0030817"	"beta,beta-dimethylcysteine"
"C0030817"	"beta-thiovaline"
"C0030817"	"d 3 mercaptovaline"
"C0030817"	"d penicillamine"
"C0030817"	"d-3-mercaptovaline"
"C0030817"	"d-mercaptovaline"
"C0030817"	"d-penicillamine"
"C0030817"	"d-valine, 3-mercapto-"
"C0030817"	"d-penicillamine (medication)"
"C0030817"	"depamine"
"C0030817"	"dimethylcysteine"
"C0030817"	"mercaptovaline"
"C0030817"	"penicillamine"
"C0030817"	"penicillamine (product)"
"C0030817"	"penicillamine (substance)"
"C0030817"	"penicillamine [chemical/ingredient]"
"C0030817"	"penicillamine [metabolic]"
"C0030817"	"penicillamine [metabolic] (product)"
"C0030817"	"penicillamine [metabolic] (substance)"
"C0030817"	"penicillamine [musculo-skel]"
"C0030817"	"penicillamine [musculoskeletal use]"
"C0030817"	"penicillamine [musculoskeletal use] (product)"
"C0030817"	"penicillamine [musculoskeletal use] (substance)"
"C0030817"	"beta, beta-dimethylcysteine"
"C0030817"	"beta,beta dimethylcysteine"
"C0030863"	"aerosolized pentamadine"
"C0030863"	"benzenecarboximidamide, 4,4'-(1,5-pentanediylbis(oxy))bis-"
"C0030863"	"pentamidine"
"C0030863"	"pentamidin"
"C0030863"	"pentamidine (product)"
"C0030863"	"pentamidine (substance)"
"C0030863"	"pentamidine [chemical/ingredient]"
"C0030863"	"pentamidine (medication)"
"C0030873"	"2,6-methano-3-benzazocin-8-ol, 1,2,3,4,5,6-hexahydro-6,11-dimethyl-3-(3-methyl-2-butenyl)-, (2alpha,6alpha,11r*)-"
"C0030873"	"pentazocine"
"C0030873"	"pentazocine (product)"
"C0030873"	"pentazocine (substance)"
"C0030873"	"pentazocine [chemical/ingredient]"
"C0030873"	"pentazocine (medication)"
"C0030873"	"synthetic narcotics pentazocine"
"C0030883"	"2,4,6(1h,3h,5h)-pyrimidinetrione, 5-ethyl-5-(1-methylbutyl)-"
"C0030883"	"mebubarbital"
"C0030883"	"pentobarbital"
"C0030883"	"pentobarbital (product)"
"C0030883"	"pentobarbital (substance)"
"C0030883"	"pentobarbital [chemical/ingredient]"
"C0030883"	"pentobarbitone"
"C0030883"	"pentobarbitone - chemical"
"C0030883"	"pentobarbitone - chemical (substance)"
"C0030883"	"pentobarbital (discontinued)"
"C0030883"	"pentobarbital (medication)"
"C0030896"	"(r)-3-(2-deoxy-.beta.-d-erythro-pentofuranosyl)-3,6,7, 8-tetrahydroimidazo[4,5-d][1,3]diazepin-8-ol"
"C0030896"	"(r)-3-(2-deoxy-beta-d-erythro-pentofuranosyl)-3,6,7,8-tetrahydroimidazo[4,5-d][1,3]diazepin-8-ol"
"C0030896"	"2' deoxycoformycin"
"C0030896"	"2'-deoxycoformycin"
"C0030896"	"co-vidarabine"
"C0030896"	"dcf"
"C0030896"	"deoxycoformycin 02"
"C0030896"	"deoxycoformycin"
"C0030896"	"imidazo(4,5-d)(1,3)diazepin-8-ol, 3-(2-deoxy-beta-d-erythro-pentofuranosyl)-3,4,7,8-tetrahydro-, (r)-"
"C0030896"	"pentostatin"
"C0030896"	"pentostatin (product)"
"C0030896"	"pentostatin (substance)"
"C0030896"	"pentostatin [chemical/ingredient]"
"C0030896"	"pentostatine"
"C0030896"	"pentostatin (medication)"
"C2698764"	"3-(2-cyanophenyl)-5-(2-pyridyl)-1-phenyl-1,2-dihydropyridin-2-one"
"C2698764"	"benzonitrile, 2-(1',6'-dihydro-6'-oxo-1'-phenyl(2,3'-bipyridin)-5'-yl)-"
"C2698764"	"e2007"
"C2698764"	"perampanel"
"C2698764"	"perampanel (product)"
"C2698764"	"perampanel (substance)"
"C2698764"	"anticonvulsants perampanel"
"C2698764"	"perampanel (medication)"
"C0031007"	"ergoline, 8-((methylthio)methyl)-6-propyl-, (8beta)-"
"C0031007"	"pergolide"
"C0031007"	"pergolide (product)"
"C0031007"	"pergolide (substance)"
"C0031007"	"pergolide [chemical/ingredient]"
"C0244718"	"1h-indole-2-carboxylic acid, 1-(2-((1-(ethoxycarbonyl)butyl)amino)-1-oxopropyl)octahydro-,(2s-(1(r*(r*))2alpha,3abeta,7abeta))-, compound with 2-methyl-2-propanamine(1:1)"
"C0244718"	"erbumine, perindopril"
"C0244718"	"perindopril erbumine"
"C0244718"	"perindopril erbumine [chemical/ingredient]"
"C0244718"	"perindopril tert-butylamine"
"C0244718"	"perindopril erbumine (substance)"
"C0244718"	"perindopril tert-butylamine (substance)"
"C0244718"	"perindopril erbumine (medication)"
"C0244718"	"perindopril tert butylamine"
"C0031184"	"1-piperazineethanol, 4-(3-(2-chloro-10h-phenothiazin-10-yl)propyl)-"
"C0031184"	"4-[3-(2-chloro-10h-phenothiazin-10-yl)propyl]-1-piperazineethanol"
"C0031184"	"chlorpiprazine"
"C0031184"	"perphenazine"
"C0031184"	"perfenazine"
"C0031184"	"perphenazine (product)"
"C0031184"	"perphenazine (substance)"
"C0031184"	"perphenazine [cns]"
"C0031184"	"perphenazine [chemical/ingredient]"
"C0031184"	"perphenazine [anaesthesia]"
"C0031184"	"perphenazine [anesthesia]"
"C0031184"	"perphenazine [anesthesia] (product)"
"C0031184"	"perphenazine [anesthesia] (substance)"
"C0031184"	"perphenazine [central nervous system use]"
"C0031184"	"perphenazine [central nervous system use] (product)"
"C0031184"	"perphenazine [central nervous system use] (substance)"
"C0031184"	"perphenazine (medication)"
"C0025376"	"4-piperidinecarboxylic acid, 1-methyl-4-phenyl-, ethyl ester"
"C0025376"	"isonipecain"
"C0025376"	"meperidine"
"C0025376"	"meperidine (product)"
"C0025376"	"meperidine (substance)"
"C0025376"	"meperidine [chemical/ingredient]"
"C0025376"	"pethidine"
"C0025376"	"meperidine (medication)"
"C0025376"	"narcotics meperidine"
"C0031406"	"1h-indene-1,3(2h)-dione, 2-phenyl-"
"C0031406"	"2 phenyl 1,3 indandione"
"C0031406"	"2-phenyl-1,3-indandione"
"C0031406"	"phenindione"
"C0031406"	"phenindione (product)"
"C0031406"	"phenindione (substance)"
"C0031406"	"phenindione [chemical/ingredient]"
"C0031406"	"phenylindanedione"
"C0031406"	"phenindione (discontinued)"
"C0031406"	"phenindione (discontinued) (medication)"
"C0031408"	"2-pyridinepropanamine, n,n-dimethyl-gamma-phenyl-"
"C0031408"	"pheniramine"
"C0031408"	"pheniramine (product)"
"C0031408"	"pheniramine (substance)"
"C0031408"	"pheniramine [chemical/ingredient]"
"C0031408"	"propheniramine"
"C0031408"	"prophenpyridamine"
"C0031412"	"2,4,6(1h,3h,5h)-pyrimidinetrione, 5-ethyl-5-phenyl-"
"C0031412"	"5-ethyl-5-phenyl-2,4,6(1h,3h,5h)-pyrimidinetrione"
"C0031412"	"acid, phenylethylbarbituric"
"C0031412"	"pheno"
"C0031412"	"phenobarbital"
"C0031412"	"phenemal"
"C0031412"	"phenobarbital (product)"
"C0031412"	"phenobarbital (substance)"
"C0031412"	"phenobarbital [chemical/ingredient]"
"C0031412"	"phenobarbital product"
"C0031412"	"phenobarbitone"
"C0031412"	"phenobarbitone - chemical"
"C0031412"	"phenobarbitone - chemical (substance)"
"C0031412"	"phenobarbitone product"
"C0031412"	"phenylbarbital"
"C0031412"	"phenylethylbarbituric acid"
"C0031412"	"phenylethylmalonylurea"
"C0031412"	"phenobarbital (medication)"
"C0031432"	"4-piperidinecarboxylic acid, 1-(3-hydroxy-3-phenylpropyl)-4-phenyl-, ethyl ester"
"C0031432"	"fenoperidine"
"C0031432"	"phenoperidine"
"C0031432"	"phenoperidine (product)"
"C0031432"	"phenoperidine (substance)"
"C0031432"	"phenoperidine [chemical/ingredient]"
"C0031463"	"3,5-pyrazolidinedione, 4-butyl-1,2-diphenyl-"
"C0031463"	"diphenylbutazone"
"C0031463"	"phenylbutazone"
"C0031463"	"phenylbutazone (product)"
"C0031463"	"phenylbutazone (substance)"
"C0031463"	"phenylbutazone [chemical/ingredient]"
"C0031463"	"phenylbutazone product"
"C0031463"	"phenylbutazone product (product)"
"C0031463"	"phenylbutazone product (substance)"
"C0031463"	"phenylbutazone (medication)"
"C0031469"	"(r)-3-hydroxy-alpha-((methylamino)methyl)benzenemethanol"
"C0031469"	"benzenemethanol, 3-hydroxy-alpha-((methylamino)methyl)-, (r)-"
"C0031469"	"phenylephrine"
"C0031469"	"phenylephrine (product)"
"C0031469"	"phenylephrine (substance)"
"C0031469"	"phenylephrine [chemical/ingredient]"
"C0031469"	"decongestants phenylephrine"
"C0031469"	"phenylephrine (medication)"
"C0070709"	"antin"
"C0070709"	"bristamin"
"C0070709"	"histionex"
"C0070709"	"n,n-dimethyl-2-(2-(phenylmethyl)phenoxy)ethanamine"
"C0070709"	"n,n-dimethyl-2-(alpha-phenyl-o-tolyloxy)ethylamine"
"C0070709"	"phenyltoloxamine"
"C0070709"	"phenyltoloxamine (product)"
"C0070709"	"phenyltoloxamine (substance)"
"C0070709"	"phenyltoloxamine (medication)"
"C0070709"	"phenyltoloxamine [chemical/ingredient]"
"C0070742"	"3-(2-(4-morpholinyl)ethyl)morphine"
"C0070742"	"7,8-didehydro-4,5-alpha-epoxy-17-methyl-3-(2-morpholinoethoxy)morphinan-6-alpha-ol"
"C0070742"	"7,8-didehydro-4,5 alpha-epoxy-17-methyl-3-(2-morpholinoethoxymorphinan-6 alpha-ol)"
"C0070742"	"homocodeine"
"C0070742"	"morpholinylethylmorphine"
"C0070742"	"pholcodine"
"C0070742"	"pholcodine (product)"
"C0070742"	"pholcodine (substance)"
"C0070742"	"pholcodine (medication)"
"C0031705"	"p"
"C0031705"	"p element"
"C0031705"	"phosphorus"
"C0031705"	"phosphoric"
"C0031705"	"phosphorous"
"C0031705"	"phosphorous (nos)"
"C0031705"	"phosphorus (substance)"
"C0031705"	"phosphorus [chemical/ingredient]"
"C0031705"	"phosphorus, nos"
"C0031705"	"mineral supplements phosphorus preparations"
"C0031705"	"phosphorus preparations"
"C0031705"	"phosphorus preparations (medication)"
"C0031923"	"2(3h)-furanone, 3-ethyldihydro-4-((1-methyl-1h-imidazol-5-yl)methyl)-, (3s-cis)-"
"C0031923"	"pilocarpine"
"C0031923"	"pilocarpine (product)"
"C0031923"	"pilocarpine (substance)"
"C0031923"	"pilocarpine [chemical/ingredient]"
"C0031923"	"pilocarpine (discontinued)"
"C0031923"	"pilocarpine (discontinued) (medication)"
"C0071069"	"1-methyl-4-(thioxanthen-9-ylidene)piperidine"
"C0071069"	"1-methyl-4-thioxanthen-9-ylidenepiperidine"
"C0071069"	"pimethixene"
"C0031935"	"2h-benzimidazol-2-one, 1-(1-(4,4-bis(4-fluorophenyl)butyl)-4-piperidinyl)-1,3-dihydro-"
"C0031935"	"opiran"
"C0031935"	"pimozide"
"C0031935"	"pimozide (product)"
"C0031935"	"pimozide (substance)"
"C0031935"	"pimozide [chemical/ingredient]"
"C0031935"	"pimozide (medication)"
"C0071082"	"7-chloro-5-phenyl-1-propargyl-1,4-benzodiazepin-2- one"
"C0071082"	"pinazepam"
"C0071082"	"pinazepam (product)"
"C0071082"	"pinazepam (substance)"
"C0071082"	"propazepam"
"C0031937"	"1-(1h-indol-4-yloxy)-3-((1-methylethyl)amino)-2-propanol"
"C0031937"	"2-propanol, 1-(1h-indol-4-yloxy)-3-((1-methylethyl)amino)-"
"C0031937"	"pindolol"
"C0031937"	"pindolol (product)"
"C0031937"	"pindolol (substance)"
"C0031937"	"pindolol [chemical/ingredient]"
"C0031937"	"prindolol"
"C0031937"	"prinodolol"
"C0031937"	"pindolol (medication)"
"C0071097"	"5-(4-(2-(5-ethyl-2-pyridyl)ethoxy)benzyl)-2,4-thiazolidinedione"
"C0071097"	"pioglitazone"
"C0071097"	"pioglitazone (product)"
"C0071097"	"pioglitazone (substance)"
"C0071097"	"pioglitazone [chemical/ingredient]"
"C0071098"	"1'-(3-(4-fluorobenzoyl)propyl)-(1,4'-bipiperidine) -4'-carboxamide"
"C0071098"	"pipamperone"
"C0071098"	"pipamperone (product)"
"C0071098"	"pipamperone (substance)"
"C0071105"	"1,3-bis(1-(7-chloro-4'-quinolyl)-4'-piperazinyl)propane"
"C0071105"	"1,3-bis(4-(7'-chloro-4'-quinoline)-1-piperazine)"
"C0071105"	"piperaquine"
"C0071105"	"piperaquinoline"
"C0071105"	"quinoline, 4,4'-(1,3-propanediyldi-4,1-piperazinediyl)bis(7-chloro)-"
"C0071105"	"quinoline, 4,4'-(1,3-propanediyldi-4,1-piperazinediyl)bis(7-chloro-)"
"C0031957"	"1,4-diazacyclohexane"
"C0031957"	"1,4-diethylenediamine"
"C0031957"	"1,4-piperazine"
"C0031957"	"dispermine"
"C0031957"	"piperazine"
"C0031957"	"piperazine (product)"
"C0031957"	"piperazine (substance)"
"C0031957"	"piperazine, nos"
"C0031957"	"piperazine [chemical/ingredient]"
"C0031957"	"piperazine preparations"
"C0031957"	"piperazine preparations (medication)"
"C0031965"	"pipobroman"
"C0031965"	"piperazine, 1,4-bis(3-bromo-1-oxopropyl)-"
"C0031965"	"pipobroman (substance)"
"C0031965"	"pipobroman [chemical/ingredient]"
"C0031968"	"10-[3-[4-(2-hydroxyethyl)piperidino]propyl]-n,n-dimethylphenothiazine-2-sulfonamide"
"C0031968"	"10h-phenothiazine-2-sulfonamide,10-(3-(4-(2-hydroxyethyl)-1-piperidinyl)propyl)-n,n-dimethyl-"
"C0031968"	"pipotiazine"
"C0031968"	"pipothiazine"
"C0031968"	"pipothiazine (product)"
"C0031968"	"pipothiazine (substance)"
"C0031968"	"pipotiazine (substance)"
"C0031968"	"pipotiazin"
"C0071132"	"4-phenoxy-3-pyrrolidin-1-yl-5-sulfamoylbenzoic acid"
"C0071132"	"piretanide"
"C0071132"	"piretanide (product)"
"C0071132"	"piretanide (substance)"
"C0071132"	"piretanide (medication)"
"C0031979"	"piribedil"
"C0031979"	"piribedil (substance)"
"C0031979"	"piribedil [chemical/ingredient]"
"C0031979"	"piribendyl"
