"thesaurus"	"mol1"	"mol2"	"niveau"	"date_min"	"date_max"
"thesaurus062015"	"PENTAMIDINE"	"VINCAMINE"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"PENTAMIDINE"	"ZUCLOPENTHIXOL"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"PERGOLIDE"	"PHENYLEPHRINE"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"PERGOLIDE"	"PSEUDOEPHEDRINE"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"PERGOLIDE"	"ROXITHROMYCINE"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"PERGOLIDE"	"TELITHROMYCINE"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"PERGOLIDE"	"TUAMINOHEPTANE"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"PERINDOPRIL TERT-BUTYLAMINE"	"RACECADOTRIL"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"PHENOBARBITAL"	"PRAZIQUANTEL"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"PHENOBARBITAL"	"QUETIAPINE"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"PHENOBARBITAL"	"REGORAFENIB"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"PHENOBARBITAL"	"RILPIVIRINE"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"PHENOBARBITAL"	"RIVAROXABAN"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"PHENOBARBITAL"	"RUXOLITINIB"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"PHENOBARBITAL"	"SERTRALINE"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"PHENOBARBITAL"	"SORAFENIB"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"PHENOBARBITAL"	"SUNITINIB"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"PHENOBARBITAL"	"TELAPREVIR"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"PHENOBARBITAL"	"TELITHROMYCINE"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"PHENOBARBITAL"	"TICAGRELOR"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"PHENOBARBITAL"	"ULIPRISTAL"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"PHENOBARBITAL"	"VEMURAFENIB"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"PHENOBARBITAL"	"VISMODEGIB"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"PHENYLBUTAZONE"	"RIVAROXABAN"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"PHENYLBUTAZONE"	"WARFARINE"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"PHENYLEPHRINE"	"PHENYLEPHRINE"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"PHENYLEPHRINE"	"PSEUDOEPHEDRINE"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"PHENYLEPHRINE"	"TUAMINOHEPTANE"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"PHENYTOINE"	"PIPOBROMAN"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"PHENYTOINE"	"PRAZIQUANTEL"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"PHENYTOINE"	"QUETIAPINE"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"PHENYTOINE"	"REGORAFENIB"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"PHENYTOINE"	"RILPIVIRINE"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"PHENYTOINE"	"RIVAROXABAN"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"PHENYTOINE"	"RUXOLITINIB"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"PHENYTOINE"	"SERTRALINE"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"PHENYTOINE"	"SORAFENIB"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"PHENYTOINE"	"SULFAMETHOXAZOLE"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"PHENYTOINE"	"SUNITINIB"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"PHENYTOINE"	"TEGAFUR"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"PHENYTOINE"	"TELAPREVIR"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"PHENYTOINE"	"TELITHROMYCINE"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"PHENYTOINE"	"TICAGRELOR"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"PHENYTOINE"	"ULIPRISTAL"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"PHENYTOINE"	"VEMURAFENIB"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"PHENYTOINE"	"VINCRISTINE"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"PHENYTOINE"	"VINORELBINE"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"PHENYTOINE"	"VISMODEGIB"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"PIMOZIDE"	"PIPERAQUINE"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"PIMOZIDE"	"SERTRALINE"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"PIMOZIDE"	"SPIRAMYCINE"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"PIMOZIDE"	"STIRIPENTOL"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"PIMOZIDE"	"VINCAMINE"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"PIPAMPERONE"	"PIPERAQUINE"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"PIPAMPERONE"	"SPIRAMYCINE"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"PIPAMPERONE"	"VINCAMINE"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"PIPERAQUINE"	"PIPOTIAZINE"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"PIPERAQUINE"	"SPIRAMYCINE"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"PIPERAQUINE"	"SULPIRIDE"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"PIPERAQUINE"	"TIAPRIDE"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"PIPERAQUINE"	"VINCAMINE"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"PIPERAQUINE"	"ZUCLOPENTHIXOL"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"PIPOBROMAN"	"VIRUS DES OREILLONS"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"PIPOBROMAN"	"VIRUS ROUGEOLEUX"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"PIPOBROMAN"	"VIRUS RUBEOLEUX"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"PIPOBROMAN"	"VIRUS VARICELLE-ZONA"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"PIPOTIAZINE"	"SPIRAMYCINE"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"PIPOTIAZINE"	"VINCAMINE"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"PIROXICAM-BETADEX"	"RIVAROXABAN"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"PIROXICAM-BETADEX"	"WARFARINE"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"PIROXICAM"	"RIVAROXABAN"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"PIROXICAM"	"WARFARINE"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"POLYMYXINE B"	"TOBRAMYCINE"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"PRAZIQUANTEL"	"PRIMIDONE"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"PRAZIQUANTEL"	"RIFAMPICINE"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"PREDNISOLONE"	"VIRUS DES OREILLONS"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"PREDNISOLONE"	"VIRUS ROUGEOLEUX"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"PREDNISOLONE"	"VIRUS RUBEOLEUX"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"PREDNISOLONE"	"VIRUS VARICELLE-ZONA"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"PREDNISONE"	"VIRUS DES OREILLONS"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"PREDNISONE"	"VIRUS ROUGEOLEUX"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"PREDNISONE"	"VIRUS RUBEOLEUX"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"PREDNISONE"	"VIRUS VARICELLE-ZONA"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"PRIMIDONE"	"QUETIAPINE"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"PRIMIDONE"	"REGORAFENIB"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"PRIMIDONE"	"RILPIVIRINE"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"PRIMIDONE"	"RIVAROXABAN"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"PRIMIDONE"	"RUXOLITINIB"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"PRIMIDONE"	"SERTRALINE"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"PRIMIDONE"	"SORAFENIB"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"PRIMIDONE"	"SUNITINIB"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"PRIMIDONE"	"TELAPREVIR"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"PRIMIDONE"	"TELITHROMYCINE"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"PRIMIDONE"	"TICAGRELOR"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"PRIMIDONE"	"ULIPRISTAL"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"PRIMIDONE"	"VEMURAFENIB"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"PRIMIDONE"	"VISMODEGIB"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"PROCARBAZINE"	"VIRUS DES OREILLONS"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"PROCARBAZINE"	"VIRUS ROUGEOLEUX"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"PROCARBAZINE"	"VIRUS RUBEOLEUX"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"PROCARBAZINE"	"VIRUS VARICELLE-ZONA"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"PROGESTERONE"	"ULIPRISTAL"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"PROMEGESTONE"	"ULIPRISTAL"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"PSEUDOEPHEDRINE"	"PSEUDOEPHEDRINE"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"PSEUDOEPHEDRINE"	"TUAMINOHEPTANE"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"QUETIAPINE"	"RIFAMPICINE"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"QUINAPRIL"	"RACECADOTRIL"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"QUINIDINE"	"RITONAVIR"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"QUINIDINE"	"SAQUINAVIR"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"QUINIDINE"	"STIRIPENTOL"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"QUINIDINE"	"TAMOXIFENE"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"QUINIDINE"	"TIPRANAVIR"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"QUININE"	"RIFAMPICINE"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"RABEPRAZOLE"	"RILPIVIRINE"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"RACECADOTRIL"	"RAMIPRIL"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"RACECADOTRIL"	"TRANDOLAPRIL"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"RACECADOTRIL"	"ZOFENOPRIL"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"RALTEGRAVIR"	"RIFAMPICINE"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"RASAGILINE"	"RIZATRIPTAN"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"RASAGILINE"	"SUMATRIPTAN"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"RASAGILINE"	"ZOLMITRIPTAN"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"REGORAFENIB"	"RIFABUTINE"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"REGORAFENIB"	"RIFAMPICINE"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"REGORAFENIB"	"RITONAVIR"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"REGORAFENIB"	"TELAPREVIR"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"REGORAFENIB"	"TELITHROMYCINE"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"REGORAFENIB"	"TIPRANAVIR"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"REPAGLINIDE"	"TRIMETHOPRIME"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"RIFABUTINE"	"RILPIVIRINE"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"RIFABUTINE"	"SERTRALINE"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"RIFABUTINE"	"VEMURAFENIB"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"RIFABUTINE"	"VISMODEGIB"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"RIFAMPICINE"	"RILPIVIRINE"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"RIFAMPICINE"	"RITONAVIR"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"RIFAMPICINE"	"RIVAROXABAN"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"RIFAMPICINE"	"RUXOLITINIB"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"RIFAMPICINE"	"SAQUINAVIR"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"RIFAMPICINE"	"SERTRALINE"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"RIFAMPICINE"	"SIMVASTATINE"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"RIFAMPICINE"	"SORAFENIB"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"RIFAMPICINE"	"SUNITINIB"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"RIFAMPICINE"	"TELAPREVIR"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"RIFAMPICINE"	"TELITHROMYCINE"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"RIFAMPICINE"	"TICAGRELOR"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"RIFAMPICINE"	"TIPRANAVIR"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"RIFAMPICINE"	"ULIPRISTAL"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"RIFAMPICINE"	"VEMURAFENIB"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"RIFAMPICINE"	"VISMODEGIB"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"RITONAVIR"	"RIVAROXABAN"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"RITONAVIR"	"TAMSULOSINE"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"RITONAVIR"	"TELAPREVIR"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"RITONAVIR"	"ULIPRISTAL"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"RIVAROXABAN"	"SULINDAC"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"RIVAROXABAN"	"TELAPREVIR"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"RIVAROXABAN"	"TELITHROMYCINE"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"RIVAROXABAN"	"TENOXICAM"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"RIVAROXABAN"	"TIPRANAVIR"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"RIZATRIPTAN"	"SELEGILINE"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"SAQUINAVIR"	"SIMVASTATINE"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"SAQUINAVIR"	"SIROLIMUS"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"SAQUINAVIR"	"TACROLIMUS"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"SAQUINAVIR"	"TELAPREVIR"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"SAQUINAVIR"	"ULIPRISTAL"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"SELEGILINE"	"SUMATRIPTAN"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"SELEGILINE"	"ZOLMITRIPTAN"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"SIMVASTATINE"	"STIRIPENTOL"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"SIROLIMUS"	"STIRIPENTOL"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"SIROLIMUS"	"VEMURAFENIB"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"SIROLIMUS"	"VIRUS DES OREILLONS"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"SIROLIMUS"	"VIRUS ROUGEOLEUX"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"SIROLIMUS"	"VIRUS RUBEOLEUX"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"SIROLIMUS"	"VIRUS VARICELLE-ZONA"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"SPIRAMYCINE"	"SPIRAMYCINE"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"SPIRAMYCINE"	"SULPIRIDE"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"SPIRAMYCINE"	"TIAPRIDE"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"SPIRAMYCINE"	"VINCAMINE"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"SPIRAMYCINE"	"ZUCLOPENTHIXOL"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"STAVUDINE"	"ZIDOVUDINE"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"STIRIPENTOL"	"TACROLIMUS"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"SULFAMETHOXAZOLE"	"WARFARINE"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"SULINDAC"	"WARFARINE"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"SULPIRIDE"	"VINCAMINE"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"TACROLIMUS"	"VEMURAFENIB"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"TACROLIMUS"	"VIRUS DES OREILLONS"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"TACROLIMUS"	"VIRUS ROUGEOLEUX"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"TACROLIMUS"	"VIRUS RUBEOLEUX"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"TACROLIMUS"	"VIRUS VARICELLE-ZONA"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"TAMOXIFENE"	"TERBINAFINE"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"TAMSULOSINE"	"TELAPREVIR"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"TAMSULOSINE"	"TELITHROMYCINE"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"TAMSULOSINE"	"TIPRANAVIR"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"TEGAFUR"	"VIRUS DES OREILLONS"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"TEGAFUR"	"VIRUS ROUGEOLEUX"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"TEGAFUR"	"VIRUS RUBEOLEUX"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"TEGAFUR"	"VIRUS VARICELLE-ZONA"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"TELAPREVIR"	"TIPRANAVIR"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"TENOXICAM"	"WARFARINE"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"TERIFLUNOMIDE"	"VIRUS DES OREILLONS"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"TERIFLUNOMIDE"	"VIRUS ROUGEOLEUX"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"TERIFLUNOMIDE"	"VIRUS RUBEOLEUX"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"TERIFLUNOMIDE"	"VIRUS VARICELLE-ZONA"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"TETRACOSACTIDE"	"VIRUS DES OREILLONS"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"TETRACOSACTIDE"	"VIRUS ROUGEOLEUX"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"TETRACOSACTIDE"	"VIRUS RUBEOLEUX"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"TETRACOSACTIDE"	"VIRUS VARICELLE-ZONA"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"TETRACYCLINE"	"TRETINOINE"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"TIAPRIDE"	"VINCAMINE"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"TIPRANAVIR"	"ULIPRISTAL"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"TRETINOINE"	"TRETINOINE"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"TRIAMCINOLONE"	"VIRUS DES OREILLONS"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"TRIAMCINOLONE"	"VIRUS ROUGEOLEUX"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"TRIAMCINOLONE"	"VIRUS RUBEOLEUX"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"TRIAMCINOLONE"	"VIRUS VARICELLE-ZONA"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"VINCAMINE"	"VINCAMINE"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"VINCAMINE"	"ZUCLOPENTHIXOL"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"VINCRISTINE"	"VIRUS DES OREILLONS"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"VINCRISTINE"	"VIRUS ROUGEOLEUX"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"VINCRISTINE"	"VIRUS RUBEOLEUX"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"VINCRISTINE"	"VIRUS VARICELLE-ZONA"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"VINORELBINE"	"VIRUS DES OREILLONS"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"VINORELBINE"	"VIRUS ROUGEOLEUX"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"VINORELBINE"	"VIRUS RUBEOLEUX"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"VINORELBINE"	"VIRUS VARICELLE-ZONA"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus122012"	"ACECLOFENAC"	"ACENOCOUMAROL"	"AD"	"20/12/2012"	"30/07/2013"
"thesaurus122012"	"ACECLOFENAC"	"APIXABAN"	"AD"	"20/12/2012"	"30/07/2013"
"thesaurus122012"	"ACECLOFENAC"	"DABIGATRAN"	"AD"	"20/12/2012"	"30/07/2013"
"thesaurus122012"	"ACECLOFENAC"	"FLUINDIONE"	"AD"	"20/12/2012"	"30/07/2013"
"thesaurus122012"	"ACECLOFENAC"	"LITHIUM"	"AD"	"20/12/2012"	"30/07/2013"
"thesaurus122012"	"ACECLOFENAC"	"RIVAROXABAN"	"AD"	"20/12/2012"	"30/07/2013"
"thesaurus122012"	"ACECLOFENAC"	"WARFARINE"	"AD"	"20/12/2012"	"30/07/2013"
"thesaurus122012"	"ACENOCOUMAROL"	"ACIDE MEFENAMIQUE"	"AD"	"20/12/2012"	"30/07/2013"
"thesaurus122012"	"ACENOCOUMAROL"	"ACIDE NIFLUMIQUE"	"AD"	"20/12/2012"	"30/07/2013"
"thesaurus122012"	"ACENOCOUMAROL"	"ACIDE TIAPROFENIQUE"	"AD"	"20/12/2012"	"30/07/2013"
"thesaurus122012"	"ACENOCOUMAROL"	"ALMINOPROFENE"	"AD"	"20/12/2012"	"30/07/2013"
"thesaurus122012"	"ACENOCOUMAROL"	"CELECOXIB"	"AD"	"20/12/2012"	"30/07/2013"
"thesaurus122012"	"ACENOCOUMAROL"	"DICLOFENAC"	"AD"	"20/12/2012"	"30/07/2013"
"thesaurus122012"	"ACENOCOUMAROL"	"ETODOLAC"	"AD"	"20/12/2012"	"30/07/2013"
"thesaurus122012"	"ACENOCOUMAROL"	"FENOPROFENE"	"AD"	"20/12/2012"	"30/07/2013"
"thesaurus122012"	"ACENOCOUMAROL"	"FLURBIPROFENE"	"AD"	"20/12/2012"	"30/07/2013"
"thesaurus122012"	"ACENOCOUMAROL"	"IBUPROFENE"	"AD"	"20/12/2012"	"30/07/2013"
"thesaurus122012"	"ACENOCOUMAROL"	"INDOMETACINE"	"AD"	"20/12/2012"	"30/07/2013"
