"mol1"	"mol2"	"date_min"	"date_max"
"ACENOCOUMAROL"	"ACIDE TIAPROFENIQUE"	"17/12/2010"	"15/09/2011"
"ACENOCOUMAROL"	"ALMINOPROFENE"	"17/12/2010"	"15/09/2011"
"ACENOCOUMAROL"	"CAPECITABINE"	"17/12/2010"	"15/09/2011"
"ACENOCOUMAROL"	"CELECOXIB"	"17/12/2010"	"15/09/2011"
"ACENOCOUMAROL"	"DICLOFENAC"	"17/12/2010"	"15/09/2011"
"ACENOCOUMAROL"	"ETODOLAC"	"17/12/2010"	"15/09/2011"
"ACENOCOUMAROL"	"FENOPROFENE"	"17/12/2010"	"15/09/2011"
"ACENOCOUMAROL"	"FLUOROURACILE"	"17/12/2010"	"15/09/2011"
"ACENOCOUMAROL"	"FLURBIPROFENE"	"17/12/2010"	"15/09/2011"
"ACENOCOUMAROL"	"IBUPROFENE"	"17/12/2010"	"15/09/2011"
"ACENOCOUMAROL"	"INDOMETACINE"	"17/12/2010"	"15/09/2011"
"ACENOCOUMAROL"	"KETOPROFENE"	"17/12/2010"	"15/09/2011"
"ACENOCOUMAROL"	"MELOXICAM"	"17/12/2010"	"15/09/2011"
"ACENOCOUMAROL"	"MICONAZOLE"	"17/12/2010"	"15/09/2011"
"ACENOCOUMAROL"	"MORNIFLUMATE"	"17/12/2010"	"15/09/2011"
"ACENOCOUMAROL"	"NABUMETONE"	"17/12/2010"	"15/09/2011"
"ACENOCOUMAROL"	"NAPROXENE"	"17/12/2010"	"15/09/2011"
"ACENOCOUMAROL"	"NIMESULIDE"	"17/12/2010"	"15/09/2011"
"ACENOCOUMAROL"	"PHENYLBUTAZONE"	"17/12/2010"	"15/09/2011"
"ACENOCOUMAROL"	"PIROXICAM"	"17/12/2010"	"15/09/2011"
"ACENOCOUMAROL"	"PIROXICAM-BETADEX"	"17/12/2010"	"15/09/2011"
"ACENOCOUMAROL"	"SULFAMETHOXAZOLE"	"17/12/2010"	"15/09/2011"
"ACENOCOUMAROL"	"SULINDAC"	"17/12/2010"	"15/09/2011"
"ACENOCOUMAROL"	"TEGAFUR"	"17/12/2010"	"15/09/2011"
"ACENOCOUMAROL"	"TENOXICAM"	"17/12/2010"	"15/09/2011"
"ACIDE ACETYLSALICYLIQUE"	"PROBENECIDE"	"17/12/2010"	"15/09/2011"
"ACIDE ACETYLSALICYLIQUE"	"TICLOPIDINE"	"17/12/2010"	"15/09/2011"
"ACIDE FUSIDIQUE"	"ATORVASTATINE"	"17/12/2010"	"15/09/2011"
"ACIDE FUSIDIQUE"	"FLUVASTATINE"	"17/12/2010"	"15/09/2011"
"ACIDE FUSIDIQUE"	"PRAVASTATINE"	"17/12/2010"	"15/09/2011"
"ACIDE FUSIDIQUE"	"ROSUVASTATINE"	"17/12/2010"	"15/09/2011"
"ACIDE FUSIDIQUE"	"SIMVASTATINE"	"17/12/2010"	"15/09/2011"
"ACIDE MEFENAMIQUE"	"FLUINDIONE"	"17/12/2010"	"15/09/2011"
"ACIDE MEFENAMIQUE"	"LITHIUM"	"17/12/2010"	"15/09/2011"
"ACIDE MEFENAMIQUE"	"WARFARINE"	"17/12/2010"	"15/09/2011"
"ACIDE NIFLUMIQUE"	"FLUINDIONE"	"17/12/2010"	"15/09/2011"
"ACIDE NIFLUMIQUE"	"LITHIUM"	"17/12/2010"	"15/09/2011"
"ACIDE NIFLUMIQUE"	"WARFARINE"	"17/12/2010"	"15/09/2011"
"ACIDE TIAPROFENIQUE"	"FLUINDIONE"	"17/12/2010"	"15/09/2011"
"ACIDE TIAPROFENIQUE"	"LITHIUM"	"17/12/2010"	"15/09/2011"
"ACIDE TIAPROFENIQUE"	"WARFARINE"	"17/12/2010"	"15/09/2011"
"ACIDE URSODESOXYCHOLIQUE"	"COLESTYRAMINE"	"17/12/2010"	"15/09/2011"
"ACIDE VALPROIQUE"	"LAMOTRIGINE"	"17/12/2010"	"15/09/2011"
"ACIDE VALPROIQUE"	"MEFLOQUINE"	"17/12/2010"	"15/09/2011"
"ACIDE VALPROIQUE"	"MEROPENEM"	"17/12/2010"	"15/09/2011"
"ACITRETINE"	"CHLORTETRACYCLINE"	"17/12/2010"	"15/09/2011"
"ACITRETINE"	"DOXYCYCLINE"	"17/12/2010"	"15/09/2011"
"ACITRETINE"	"LYMECYCLINE"	"17/12/2010"	"15/09/2011"
"ACITRETINE"	"MINOCYCLINE"	"17/12/2010"	"15/09/2011"
"ACITRETINE"	"OXYTETRACYCLINE"	"17/12/2010"	"15/09/2011"
"ACITRETINE"	"TETRACYCLINE"	"17/12/2010"	"15/09/2011"
"ALFUZOSINE"	"CLARITHROMYCINE"	"17/12/2010"	"15/09/2011"
"ALFUZOSINE"	"ERYTHROMYCINE"	"17/12/2010"	"15/09/2011"
"ALFUZOSINE"	"ITRACONAZOLE"	"17/12/2010"	"15/09/2011"
"ALFUZOSINE"	"KETOCONAZOLE"	"17/12/2010"	"15/09/2011"
"ALFUZOSINE"	"PRAZOSINE"	"17/12/2010"	"15/09/2011"
"ALFUZOSINE"	"RITONAVIR"	"17/12/2010"	"15/09/2011"
"ALFUZOSINE"	"URAPIDIL"	"17/12/2010"	"15/09/2011"
"ALITRETINOINE"	"CHLORTETRACYCLINE"	"17/12/2010"	"15/09/2011"
"ALITRETINOINE"	"DOXYCYCLINE"	"17/12/2010"	"15/09/2011"
"ALITRETINOINE"	"LYMECYCLINE"	"17/12/2010"	"15/09/2011"
"ALITRETINOINE"	"MINOCYCLINE"	"17/12/2010"	"15/09/2011"
"ALITRETINOINE"	"OXYTETRACYCLINE"	"17/12/2010"	"15/09/2011"
"ALITRETINOINE"	"TETRACYCLINE"	"17/12/2010"	"15/09/2011"
"ALIZAPRIDE"	"LEVODOPA"	"17/12/2010"	"15/09/2011"
"ALLOPURINOL"	"AZATHIOPRINE"	"17/12/2010"	"15/09/2011"
"ALLOPURINOL"	"DIDANOSINE"	"17/12/2010"	"15/09/2011"
"ALLOPURINOL"	"MERCAPTOPURINE"	"17/12/2010"	"15/09/2011"
"ALMINOPROFENE"	"FLUINDIONE"	"17/12/2010"	"15/09/2011"
"ALMINOPROFENE"	"LITHIUM"	"17/12/2010"	"15/09/2011"
"ALMINOPROFENE"	"WARFARINE"	"17/12/2010"	"15/09/2011"
"ALMOTRIPTAN"	"DIHYDROERGOTAMINE"	"17/12/2010"	"15/09/2011"
"ALMOTRIPTAN"	"ERGOTAMINE"	"17/12/2010"	"15/09/2011"
"ALMOTRIPTAN"	"IPRONIAZIDE"	"17/12/2010"	"15/09/2011"
"ALMOTRIPTAN"	"METHYLERGOMETRINE"	"17/12/2010"	"15/09/2011"
"ALMOTRIPTAN"	"METHYSERGIDE"	"17/12/2010"	"15/09/2011"
"ALMOTRIPTAN"	"MOCLOBEMIDE"	"17/12/2010"	"15/09/2011"
"ALMOTRIPTAN"	"RASAGILINE"	"17/12/2010"	"15/09/2011"
"ALMOTRIPTAN"	"SELEGILINE"	"17/12/2010"	"15/09/2011"
"AMANTADINE"	"CARPIPRAMINE"	"17/12/2010"	"15/09/2011"
"AMILORIDE"	"LITHIUM"	"17/12/2010"	"15/09/2011"
"AMIODARONE"	"CICLOSPORINE"	"17/12/2010"	"15/09/2011"
"AMISULPRIDE"	"ERYTHROMYCINE"	"17/12/2010"	"15/09/2011"
"AMISULPRIDE"	"LEVODOPA"	"17/12/2010"	"15/09/2011"
"AMISULPRIDE"	"LUMEFANTRINE"	"17/12/2010"	"15/09/2011"
"AMISULPRIDE"	"MOXIFLOXACINE"	"17/12/2010"	"15/09/2011"
"AMISULPRIDE"	"PENTAMIDINE"	"17/12/2010"	"15/09/2011"
"AMISULPRIDE"	"SPIRAMYCINE"	"17/12/2010"	"15/09/2011"
"AMISULPRIDE"	"VINCAMINE"	"17/12/2010"	"15/09/2011"
"AMITRIPTYLINE"	"IPRONIAZIDE"	"17/12/2010"	"15/09/2011"
"AMITRIPTYLINE"	"MOCLOBEMIDE"	"17/12/2010"	"15/09/2011"
"AMLODIPINE"	"DANTROLENE"	"17/12/2010"	"15/09/2011"
"AMOXICILLINE"	"METHOTREXATE"	"17/12/2010"	"15/09/2011"
"AMPICILLINE"	"METHOTREXATE"	"17/12/2010"	"15/09/2011"
"ANAKINRA"	"ETANERCEPT"	"17/12/2010"	"15/09/2011"
"APOMORPHINE"	"CARPIPRAMINE"	"17/12/2010"	"15/09/2011"
"APREPITANT"	"PIMOZIDE"	"17/12/2010"	"15/09/2011"
"ARIPIPRAZOLE"	"LEVODOPA"	"17/12/2010"	"15/09/2011"
"ATAZANAVIR"	"BEPRIDIL"	"17/12/2010"	"15/09/2011"
"ATAZANAVIR"	"DIHYDROERGOTAMINE"	"17/12/2010"	"15/09/2011"
"ATAZANAVIR"	"EFAVIRENZ"	"17/12/2010"	"15/09/2011"
"ATAZANAVIR"	"ERGOTAMINE"	"17/12/2010"	"15/09/2011"
"ATAZANAVIR"	"ESOMEPRAZOLE"	"17/12/2010"	"15/09/2011"
"ATAZANAVIR"	"FESOTERODINE"	"17/12/2010"	"15/09/2011"
"ATAZANAVIR"	"LANSOPRAZOLE"	"17/12/2010"	"15/09/2011"
"ATAZANAVIR"	"LUMEFANTRINE"	"17/12/2010"	"15/09/2011"
"ATAZANAVIR"	"MIZOLASTINE"	"17/12/2010"	"15/09/2011"
"ATAZANAVIR"	"NEVIRAPINE"	"17/12/2010"	"15/09/2011"
"ATAZANAVIR"	"OMEPRAZOLE"	"17/12/2010"	"15/09/2011"
"ATAZANAVIR"	"PANTOPRAZOLE"	"17/12/2010"	"15/09/2011"
"ATAZANAVIR"	"PIMOZIDE"	"17/12/2010"	"15/09/2011"
"ATAZANAVIR"	"QUINIDINE"	"17/12/2010"	"15/09/2011"
"ATAZANAVIR"	"RABEPRAZOLE"	"17/12/2010"	"15/09/2011"
"ATAZANAVIR"	"RIFAMPICINE"	"17/12/2010"	"15/09/2011"
"ATAZANAVIR"	"SIMVASTATINE"	"17/12/2010"	"15/09/2011"
"ATENOLOL"	"FLOCTAFENINE"	"17/12/2010"	"15/09/2011"
"ATORVASTATINE"	"BEZAFIBRATE"	"17/12/2010"	"15/09/2011"
"ATORVASTATINE"	"CIPROFIBRATE"	"17/12/2010"	"15/09/2011"
"ATORVASTATINE"	"FENOFIBRATE"	"17/12/2010"	"15/09/2011"
"ATORVASTATINE"	"GEMFIBROZIL"	"17/12/2010"	"15/09/2011"
"ATORVASTATINE"	"RIFAMPICINE"	"17/12/2010"	"15/09/2011"
"ATORVASTATINE"	"STIRIPENTOL"	"17/12/2010"	"15/09/2011"
"AZATHIOPRINE"	"BCG"	"17/12/2010"	"15/09/2011"
"AZATHIOPRINE"	"PHENYTOINE"	"17/12/2010"	"15/09/2011"
"AZATHIOPRINE"	"RIBAVIRINE"	"17/12/2010"	"15/09/2011"
"AZATHIOPRINE"	"VIRUS DE LA VARICELLE"	"17/12/2010"	"15/09/2011"
"AZATHIOPRINE"	"VIRUS DES OREILLONS"	"17/12/2010"	"15/09/2011"
"AZATHIOPRINE"	"VIRUS ROUGEOLEUX"	"17/12/2010"	"15/09/2011"
"AZATHIOPRINE"	"VIRUS RUBEOLEUX"	"17/12/2010"	"15/09/2011"
"AZITHROMYCINE"	"BROMOCRIPTINE"	"17/12/2010"	"15/09/2011"
"AZITHROMYCINE"	"CABERGOLINE"	"17/12/2010"	"15/09/2011"
"AZITHROMYCINE"	"COLCHICINE"	"17/12/2010"	"15/09/2011"
"AZITHROMYCINE"	"DIHYDROERGOTAMINE"	"17/12/2010"	"15/09/2011"
"AZITHROMYCINE"	"ERGOTAMINE"	"17/12/2010"	"15/09/2011"
"AZITHROMYCINE"	"LISURIDE"	"17/12/2010"	"15/09/2011"
"AZITHROMYCINE"	"PERGOLIDE"	"17/12/2010"	"15/09/2011"
"BCG"	"BETAMETHASONE"	"17/12/2010"	"15/09/2011"
"BCG"	"BLEOMYCINE"	"17/12/2010"	"15/09/2011"
"BCG"	"BUDESONIDE"	"17/12/2010"	"15/09/2011"
"BCG"	"CAPECITABINE"	"17/12/2010"	"15/09/2011"
"BCG"	"CHLORAMBUCIL"	"17/12/2010"	"15/09/2011"
"BCG"	"CLADRIBINE"	"17/12/2010"	"15/09/2011"
"BCG"	"CORTIVAZOL"	"17/12/2010"	"15/09/2011"
"BCG"	"CYCLOPHOSPHAMIDE"	"17/12/2010"	"15/09/2011"
"BCG"	"CYTARABINE"	"17/12/2010"	"15/09/2011"
"BCG"	"DEXAMETHASONE"	"17/12/2010"	"15/09/2011"
"BCG"	"ESTRAMUSTINE"	"17/12/2010"	"15/09/2011"
"BCG"	"ETOPOSIDE"	"17/12/2010"	"15/09/2011"
"BCG"	"FLUDARABINE"	"17/12/2010"	"15/09/2011"
"BCG"	"FLUOROURACILE"	"17/12/2010"	"15/09/2011"
"BCG"	"HYDROCORTISONE"	"17/12/2010"	"15/09/2011"
"BCG"	"HYDROXYCARBAMIDE"	"17/12/2010"	"15/09/2011"
"BCG"	"MELPHALAN"	"17/12/2010"	"15/09/2011"
"BCG"	"MERCAPTOPURINE"	"17/12/2010"	"15/09/2011"
"BCG"	"METHOTREXATE"	"17/12/2010"	"15/09/2011"
"BCG"	"METHYLPREDNISOLONE"	"17/12/2010"	"15/09/2011"
"BCG"	"MITOMYCINE C"	"17/12/2010"	"15/09/2011"
"BCG"	"PIPOBROMAN"	"17/12/2010"	"15/09/2011"
"BCG"	"PREDNISOLONE"	"17/12/2010"	"15/09/2011"
"BCG"	"PREDNISONE"	"17/12/2010"	"15/09/2011"
"BCG"	"PROCARBAZINE"	"17/12/2010"	"15/09/2011"
"BCG"	"TEGAFUR"	"17/12/2010"	"15/09/2011"
"BCG"	"TETRACOSACTIDE"	"17/12/2010"	"15/09/2011"
"BCG"	"TRIAMCINOLONE"	"17/12/2010"	"15/09/2011"
"BCG"	"VINCRISTINE"	"17/12/2010"	"15/09/2011"
"BCG"	"VINORELBINE"	"17/12/2010"	"15/09/2011"
"BENAZEPRIL"	"ESTRAMUSTINE"	"17/12/2010"	"15/09/2011"
"BENAZEPRIL"	"LITHIUM"	"17/12/2010"	"15/09/2011"
"BENDROFLUMETHIAZIDE"	"LITHIUM"	"17/12/2010"	"15/09/2011"
"BENZYLPENICILLINE"	"METHOTREXATE"	"17/12/2010"	"15/09/2011"
"BEPRIDIL"	"DANTROLENE"	"17/12/2010"	"15/09/2011"
"BEPRIDIL"	"DARUNAVIR"	"17/12/2010"	"15/09/2011"
"BEPRIDIL"	"EFAVIRENZ"	"17/12/2010"	"15/09/2011"
"BEPRIDIL"	"FOSAMPRENAVIR"	"17/12/2010"	"15/09/2011"
"BEPRIDIL"	"INDINAVIR"	"17/12/2010"	"15/09/2011"
"BEPRIDIL"	"ITRACONAZOLE"	"17/12/2010"	"15/09/2011"
"BEPRIDIL"	"KETOCONAZOLE"	"17/12/2010"	"15/09/2011"
"BEPRIDIL"	"LOPINAVIR"	"17/12/2010"	"15/09/2011"
"BEPRIDIL"	"RITONAVIR"	"17/12/2010"	"15/09/2011"
"BEPRIDIL"	"SAQUINAVIR"	"17/12/2010"	"15/09/2011"
"BEPRIDIL"	"STIRIPENTOL"	"17/12/2010"	"15/09/2011"
"BEPRIDIL"	"TIPRANAVIR"	"17/12/2010"	"15/09/2011"
"BETAMETHASONE"	"VIRUS DE LA VARICELLE"	"17/12/2010"	"15/09/2011"
"BETAMETHASONE"	"VIRUS DES OREILLONS"	"17/12/2010"	"15/09/2011"
"BETAMETHASONE"	"VIRUS ROUGEOLEUX"	"17/12/2010"	"15/09/2011"
"BETAMETHASONE"	"VIRUS RUBEOLEUX"	"17/12/2010"	"15/09/2011"
"BETAXOLOL"	"FLOCTAFENINE"	"17/12/2010"	"15/09/2011"
"BEZAFIBRATE"	"BEZAFIBRATE"	"17/12/2010"	"15/09/2011"
"BEZAFIBRATE"	"CIPROFIBRATE"	"17/12/2010"	"15/09/2011"
"BEZAFIBRATE"	"FENOFIBRATE"	"17/12/2010"	"15/09/2011"
"BEZAFIBRATE"	"FLUVASTATINE"	"17/12/2010"	"15/09/2011"
"BEZAFIBRATE"	"GEMFIBROZIL"	"17/12/2010"	"15/09/2011"
"BEZAFIBRATE"	"PRAVASTATINE"	"17/12/2010"	"15/09/2011"
"BEZAFIBRATE"	"ROSUVASTATINE"	"17/12/2010"	"15/09/2011"
"BEZAFIBRATE"	"SIMVASTATINE"	"17/12/2010"	"15/09/2011"
"BISOPROLOL"	"FLOCTAFENINE"	"17/12/2010"	"15/09/2011"
"BLEOMYCINE"	"PHENYTOINE"	"17/12/2010"	"15/09/2011"
"BLEOMYCINE"	"VIRUS DE LA VARICELLE"	"17/12/2010"	"15/09/2011"
"BLEOMYCINE"	"VIRUS DES OREILLONS"	"17/12/2010"	"15/09/2011"
"BLEOMYCINE"	"VIRUS ROUGEOLEUX"	"17/12/2010"	"15/09/2011"
"BLEOMYCINE"	"VIRUS RUBEOLEUX"	"17/12/2010"	"15/09/2011"
"BROMOCRIPTINE"	"CARPIPRAMINE"	"17/12/2010"	"15/09/2011"
"BROMOCRIPTINE"	"CLARITHROMYCINE"	"17/12/2010"	"15/09/2011"
"BROMOCRIPTINE"	"DIHYDROERGOTAMINE"	"17/12/2010"	"15/09/2011"
"BROMOCRIPTINE"	"DIRITHROMYCINE"	"17/12/2010"	"15/09/2011"
"BROMOCRIPTINE"	"EPHEDRINE"	"17/12/2010"	"15/09/2011"
"BROMOCRIPTINE"	"ERGOTAMINE"	"17/12/2010"	"15/09/2011"
"BROMOCRIPTINE"	"ERYTHROMYCINE"	"17/12/2010"	"15/09/2011"
"BROMOCRIPTINE"	"JOSAMYCINE"	"17/12/2010"	"15/09/2011"
"BROMOCRIPTINE"	"METHYLERGOMETRINE"	"17/12/2010"	"15/09/2011"
"BROMOCRIPTINE"	"METHYLPHENIDATE"	"17/12/2010"	"15/09/2011"
"BROMOCRIPTINE"	"METHYSERGIDE"	"17/12/2010"	"15/09/2011"
"BROMOCRIPTINE"	"MIDECAMYCINE"	"17/12/2010"	"15/09/2011"
"BROMOCRIPTINE"	"MIDODRINE"	"17/12/2010"	"15/09/2011"
"BROMOCRIPTINE"	"NAPHAZOLINE"	"17/12/2010"	"15/09/2011"
"BROMOCRIPTINE"	"OXYMETAZOLINE"	"17/12/2010"	"15/09/2011"
"BROMOCRIPTINE"	"PHENYLEPHRINE"	"17/12/2010"	"15/09/2011"
"BROMOCRIPTINE"	"PSEUDOEPHEDRINE"	"17/12/2010"	"15/09/2011"
"BROMOCRIPTINE"	"ROXITHROMYCINE"	"17/12/2010"	"15/09/2011"
"BROMOCRIPTINE"	"TELITHROMYCINE"	"17/12/2010"	"15/09/2011"
"BROMOCRIPTINE"	"TUAMINOHEPTANE"	"17/12/2010"	"15/09/2011"
"BUDESONIDE"	"VIRUS DE LA VARICELLE"	"17/12/2010"	"15/09/2011"
"BUDESONIDE"	"VIRUS DES OREILLONS"	"17/12/2010"	"15/09/2011"
"BUDESONIDE"	"VIRUS ROUGEOLEUX"	"17/12/2010"	"15/09/2011"
"BUDESONIDE"	"VIRUS RUBEOLEUX"	"17/12/2010"	"15/09/2011"
"BUMETANIDE"	"LITHIUM"	"17/12/2010"	"15/09/2011"
"BUSPIRONE"	"ERYTHROMYCINE"	"17/12/2010"	"15/09/2011"
"BUSPIRONE"	"ITRACONAZOLE"	"17/12/2010"	"15/09/2011"
"CABERGOLINE"	"CARPIPRAMINE"	"17/12/2010"	"15/09/2011"
"CABERGOLINE"	"CLARITHROMYCINE"	"17/12/2010"	"15/09/2011"
"CABERGOLINE"	"DIHYDROERGOTAMINE"	"17/12/2010"	"15/09/2011"
"CABERGOLINE"	"DIRITHROMYCINE"	"17/12/2010"	"15/09/2011"
"CABERGOLINE"	"EPHEDRINE"	"17/12/2010"	"15/09/2011"
"CABERGOLINE"	"ERGOTAMINE"	"17/12/2010"	"15/09/2011"
"CABERGOLINE"	"ERYTHROMYCINE"	"17/12/2010"	"15/09/2011"
"CABERGOLINE"	"JOSAMYCINE"	"17/12/2010"	"15/09/2011"
"CABERGOLINE"	"METHYLERGOMETRINE"	"17/12/2010"	"15/09/2011"
"CABERGOLINE"	"METHYLPHENIDATE"	"17/12/2010"	"15/09/2011"
"CABERGOLINE"	"METHYSERGIDE"	"17/12/2010"	"15/09/2011"
"CABERGOLINE"	"MIDECAMYCINE"	"17/12/2010"	"15/09/2011"
"CABERGOLINE"	"MIDODRINE"	"17/12/2010"	"15/09/2011"
"CABERGOLINE"	"NAPHAZOLINE"	"17/12/2010"	"15/09/2011"
"CABERGOLINE"	"OXYMETAZOLINE"	"17/12/2010"	"15/09/2011"
"CABERGOLINE"	"PHENYLEPHRINE"	"17/12/2010"	"15/09/2011"
"CABERGOLINE"	"PSEUDOEPHEDRINE"	"17/12/2010"	"15/09/2011"
"CABERGOLINE"	"ROXITHROMYCINE"	"17/12/2010"	"15/09/2011"
"CABERGOLINE"	"TELITHROMYCINE"	"17/12/2010"	"15/09/2011"
"CABERGOLINE"	"TUAMINOHEPTANE"	"17/12/2010"	"15/09/2011"
"CAFEINE"	"ENOXACINE"	"17/12/2010"	"15/09/2011"
"CANDESARTAN CILEXETIL"	"LITHIUM"	"17/12/2010"	"15/09/2011"
"CAPECITABINE"	"FLUINDIONE"	"17/12/2010"	"15/09/2011"
"CAPECITABINE"	"PHENYTOINE"	"17/12/2010"	"15/09/2011"
"CAPECITABINE"	"VIRUS DE LA VARICELLE"	"17/12/2010"	"15/09/2011"
"CAPECITABINE"	"VIRUS DES OREILLONS"	"17/12/2010"	"15/09/2011"
"CAPECITABINE"	"VIRUS ROUGEOLEUX"	"17/12/2010"	"15/09/2011"
"CAPECITABINE"	"VIRUS RUBEOLEUX"	"17/12/2010"	"15/09/2011"
"CAPECITABINE"	"WARFARINE"	"17/12/2010"	"15/09/2011"
"CAPTOPRIL"	"ESTRAMUSTINE"	"17/12/2010"	"15/09/2011"
"CAPTOPRIL"	"LITHIUM"	"17/12/2010"	"15/09/2011"
"CARBAMAZEPINE"	"CLOZAPINE"	"17/12/2010"	"15/09/2011"
"CARBAMAZEPINE"	"CYPROTERONE"	"17/12/2010"	"15/09/2011"
"CARBAMAZEPINE"	"DABIGATRAN"	"17/12/2010"	"15/09/2011"
"CARBAMAZEPINE"	"DESOGESTREL"	"17/12/2010"	"15/09/2011"
"CARBAMAZEPINE"	"DEXTROPROPOXYPHENE"	"17/12/2010"	"15/09/2011"
"CARBAMAZEPINE"	"DIENOGEST"	"17/12/2010"	"15/09/2011"
"CARBAMAZEPINE"	"DRONEDARONE"	"17/12/2010"	"15/09/2011"
"CARBAMAZEPINE"	"ERLOTINIB"	"17/12/2010"	"15/09/2011"
"CARBAMAZEPINE"	"ERYTHROMYCINE"	"17/12/2010"	"15/09/2011"
"CARBAMAZEPINE"	"ETHINYLESTRADIOL"	"17/12/2010"	"15/09/2011"
"CARBAMAZEPINE"	"ETONOGESTREL"	"17/12/2010"	"15/09/2011"
"CARBAMAZEPINE"	"FENTANYL"	"17/12/2010"	"15/09/2011"
"CARBAMAZEPINE"	"GEFITINIB"	"17/12/2010"	"15/09/2011"
"CARBAMAZEPINE"	"IMATINIB"	"17/12/2010"	"15/09/2011"
"CARBAMAZEPINE"	"ISONIAZIDE"	"17/12/2010"	"15/09/2011"
"CARBAMAZEPINE"	"LAPATINIB"	"17/12/2010"	"15/09/2011"
"CARBAMAZEPINE"	"LEVONORGESTREL"	"17/12/2010"	"15/09/2011"
"CARBAMAZEPINE"	"LITHIUM"	"17/12/2010"	"15/09/2011"
"CARBAMAZEPINE"	"MIANSERINE"	"17/12/2010"	"15/09/2011"
"CARBAMAZEPINE"	"NILOTINIB"	"17/12/2010"	"15/09/2011"
"CARBAMAZEPINE"	"NIMODIPINE"	"17/12/2010"	"15/09/2011"
"CARBAMAZEPINE"	"PRAZIQUANTEL"	"17/12/2010"	"15/09/2011"
"CARBAMAZEPINE"	"SIMVASTATINE"	"17/12/2010"	"15/09/2011"
"CARBAMAZEPINE"	"SORAFENIB"	"17/12/2010"	"15/09/2011"
"CARBAMAZEPINE"	"SUNITINIB"	"17/12/2010"	"15/09/2011"
"CARBAMAZEPINE"	"TELITHROMYCINE"	"17/12/2010"	"15/09/2011"
"CARBAMAZEPINE"	"TRAMADOL"	"17/12/2010"	"15/09/2011"
"CARBAMAZEPINE"	"ULIPRISTAL"	"17/12/2010"	"15/09/2011"
"CARBUTAMIDE"	"DANAZOL"	"17/12/2010"	"15/09/2011"
"CARBUTAMIDE"	"MICONAZOLE"	"17/12/2010"	"15/09/2011"
"CARBUTAMIDE"	"PHENYLBUTAZONE"	"17/12/2010"	"15/09/2011"
"CARPIPRAMINE"	"ENTACAPONE"	"17/12/2010"	"15/09/2011"
"CARPIPRAMINE"	"LEVODOPA"	"17/12/2010"	"15/09/2011"
"CARPIPRAMINE"	"LISURIDE"	"17/12/2010"	"15/09/2011"
"CARPIPRAMINE"	"PERGOLIDE"	"17/12/2010"	"15/09/2011"
"CARPIPRAMINE"	"PIRIBEDIL"	"17/12/2010"	"15/09/2011"
"CARPIPRAMINE"	"PRAMIPEXOLE"	"17/12/2010"	"15/09/2011"
"CARPIPRAMINE"	"QUINAGOLIDE"	"17/12/2010"	"15/09/2011"
"CARPIPRAMINE"	"RASAGILINE"	"17/12/2010"	"15/09/2011"
"CARPIPRAMINE"	"ROPINIROLE"	"17/12/2010"	"15/09/2011"
"CARPIPRAMINE"	"SELEGILINE"	"17/12/2010"	"15/09/2011"
"CARTEOLOL"	"FLOCTAFENINE"	"17/12/2010"	"15/09/2011"
"CARVEDILOL"	"CIBENZOLINE"	"17/12/2010"	"15/09/2011"
"CARVEDILOL"	"CIMETIDINE"	"17/12/2010"	"15/09/2011"
"CARVEDILOL"	"FLECAINIDE"	"17/12/2010"	"15/09/2011"
"CARVEDILOL"	"FLOCTAFENINE"	"17/12/2010"	"15/09/2011"
"CARVEDILOL"	"METHYLDOPA"	"17/12/2010"	"15/09/2011"
"CARVEDILOL"	"MOXONIDINE"	"17/12/2010"	"15/09/2011"
"CARVEDILOL"	"PROPAFENONE"	"17/12/2010"	"15/09/2011"
"CARVEDILOL"	"RILMENIDINE"	"17/12/2010"	"15/09/2011"
"CELECOXIB"	"FLUINDIONE"	"17/12/2010"	"15/09/2011"
"CELECOXIB"	"LITHIUM"	"17/12/2010"	"15/09/2011"
"CELECOXIB"	"WARFARINE"	"17/12/2010"	"15/09/2011"
"CELIPROLOL"	"FLOCTAFENINE"	"17/12/2010"	"15/09/2011"
"CHLORAMBUCIL"	"PHENYTOINE"	"17/12/2010"	"15/09/2011"
"CHLORAMBUCIL"	"VIRUS DE LA VARICELLE"	"17/12/2010"	"15/09/2011"
"CHLORAMBUCIL"	"VIRUS DES OREILLONS"	"17/12/2010"	"15/09/2011"
"CHLORAMBUCIL"	"VIRUS ROUGEOLEUX"	"17/12/2010"	"15/09/2011"
"CHLORAMBUCIL"	"VIRUS RUBEOLEUX"	"17/12/2010"	"15/09/2011"
"CHLORPROMAZINE"	"ERYTHROMYCINE"	"17/12/2010"	"15/09/2011"
"CHLORPROMAZINE"	"LEVODOPA"	"17/12/2010"	"15/09/2011"
"CHLORPROMAZINE"	"LITHIUM"	"17/12/2010"	"15/09/2011"
"CHLORPROMAZINE"	"LUMEFANTRINE"	"17/12/2010"	"15/09/2011"
"CHLORPROMAZINE"	"MOXIFLOXACINE"	"17/12/2010"	"15/09/2011"
"CHLORPROMAZINE"	"PENTAMIDINE"	"17/12/2010"	"15/09/2011"
"CHLORPROMAZINE"	"SPIRAMYCINE"	"17/12/2010"	"15/09/2011"
"CHLORPROMAZINE"	"VINCAMINE"	"17/12/2010"	"15/09/2011"
"CHLORTALIDONE"	"LITHIUM"	"17/12/2010"	"15/09/2011"
