code	termino	synonyme
DB00631	drugbank	(2R,3R,4S,5R)-5-(6-amino-2-Chloropurin-9-yl)-4-fluoro-2-(hydroxymethyl)oxolan-3-ol
DB00631	drugbank	2-chloro-9-(2-Deoxy-2-fluoro-beta-D-arabinofuranosyl)adenine
DB00631	drugbank	2-chloro-9-(2'-Deoxy-2'-fluoro-beta-D-arabinofuranosyl)adenine
DB00631	drugbank	CAFdA
DB00631	drugbank	CL-F-Ara-a
DB00631	drugbank	Clofarabin
DB00631	drugbank	Clofarabina
DB00631	drugbank	Clofarabinum
DB00631	drugbank	Clofarex
DB00631	drugbank	Clolar
DB00632	drugbank	1-Docosanol
DB00632	drugbank	Behenic alcohol
DB00632	drugbank	Behenyl alcohol
DB00632	drugbank	Docosan-1-ol
DB00632	drugbank	Docosyl alcohol
DB00632	drugbank	N-Docosanol
DB00633	drugbank	(+)-4-((S)-alpha,2,3-Trimethylbenzyl)imidazole
DB00633	drugbank	(+)-medetomidine
DB00633	drugbank	(S)-medetomidine
DB00633	drugbank	Dexmedetomidin
DB00633	drugbank	Dexmedetomidina
DB00633	drugbank	Dexmédétomidine
DB00633	drugbank	Dexmedetomidinum
DB00634	drugbank	Acetosulfamine
DB00634	drugbank	N-((P-Aminophenyl)sulfonyl)acetamide
DB00634	drugbank	N-(P-Aminobenzenesulfonyl)acetamide
DB00634	drugbank	N-[(P-Aminophenyl)sulfonyl]acetamide
DB00634	drugbank	N-Acetyl-4-aminobenzenesulfonamide
DB00634	drugbank	N-Acetylsulfanilamide
DB00634	drugbank	N-Sulfanilylacetamide
DB00634	drugbank	N-Sulphanilylacetamide
DB00634	drugbank	N'-acetylsulfanilamide
DB00634	drugbank	N(1)-Acetyl-4-aminophenylsulfonamide
DB00634	drugbank	N(1)-Acetylsulfanilamide
DB00634	drugbank	P-Aminobenzenesulfonacetamide
DB00634	drugbank	P-Aminobenzenesulfonoacetamide
DB00634	drugbank	Sulfacetamid
DB00634	drugbank	Sulfacetamida
DB00634	drugbank	Sulfacétamide
DB00634	drugbank	Sulfacetamidum
DB00634	drugbank	Sulfanilazetamid
DB00634	drugbank	Sulphacetamide
DB00634	drugbank	Sulphacetamidum
DB00635	drugbank	1,2-Dehydrocortisone
DB00635	drugbank	1,4-Pregnadiene-17alpha,21-diol-3,11,20-trione
DB00635	drugbank	17,21-Dihydroxypregna-1,4-diene-3,11,20-trione
DB00635	drugbank	Dehydrocortisone
DB00635	drugbank	Prednisona
DB00635	drugbank	Prednisonum
DB00636	drugbank	2-(4-Chlorophenoxy)-2-methylpropanoic acid ethyl ester
DB00636	drugbank	2-(p-Chlorophenoxy)-2-methylpropionic acid ethyl ester
DB00636	drugbank	alpha-(p-Chlorophenoxy)isobutyric acid, ethyl ester
DB00636	drugbank	alpha-p-Chlorophenoxyisobutyryl ethyl ester
DB00636	drugbank	Atromid-S
DB00636	drugbank	Clofibrato
DB00636	drugbank	Clofibratum
DB00636	drugbank	ELPI
DB00636	drugbank	EPIB
DB00636	drugbank	Ethyl 2-(P-chlorophenoxy)isobutyrate
DB00636	drugbank	Ethyl chlorophenoxyisobutyrate
DB00636	drugbank	Ethyl clofibrate
DB00636	drugbank	Lipofacton
DB00636	drugbank	Liprin
DB00637	drugbank	1-(P-Fluorobenzyl)-2-((1-(2-(P-methoxyphenyl)ethyl)piperid-4-yl)amino)benzimidazole
DB00637	drugbank	1-(P-Fluorobenzyl)-2-((1-(P-methoxyphenethyl)-4-piperidyl)amino)benzimidazole
DB00637	drugbank	Astemison
DB00637	drugbank	Astemizol
DB00637	drugbank	Astémizole
DB00637	drugbank	Astemizolum
DB00639	drugbank	Alant starch
DB00639	drugbank	Butoconazol
DB00639	drugbank	Butoconazolum
DB00639	drugbank	Compositenstärke
DB00639	drugbank	Dahlin
DB00639	drugbank	Polyfructosanum
DB00640	drugbank	(2R,3R,4S,5R)-2-(6-Aminopurin-9-yl)-5-(hydroxymethyl)oxolane-3,4-diol
DB00640	drugbank	6-Amino-9-beta-D-ribofuranosyl-9H-purine
DB00640	drugbank	9-beta-D-Ribofuranosidoadenine
DB00640	drugbank	9-beta-D-Ribofuranosyl-9H-purin-6-amine
DB00640	drugbank	Ade-rib
DB00640	drugbank	Adenin riboside
DB00640	drugbank	Adenine deoxyribonucleoside
DB00640	drugbank	Adenocard
DB00640	drugbank	Adenocor
DB00640	drugbank	Adenoscan
DB00640	drugbank	Adenosin
DB00640	drugbank	Adenosina
DB00640	drugbank	Adénosine
DB00640	drugbank	Adenosinum
DB00640	drugbank	Adenyldeoxyriboside
DB00640	drugbank	Ado
DB00640	drugbank	beta-D-Adenosine
DB00640	drugbank	Deoxyadenosine
DB00640	drugbank	Desoxyadenosine
DB00641	drugbank	2,2-Dimethylbutyric acid, 8-ester with (4R,6R)-6-(2-((1S,2S,6R,8S,8ar)-1,2,6,7,8,8a-hexahydro-8-hydroxy-2,6-dimethyl-1-naphthyl)ethyl)tetrahydro-4-hydroxy-2H-pyran-2-one
DB00641	drugbank	MK-733
DB00641	drugbank	Simvastatina
DB00641	drugbank	Simvastatine
DB00641	drugbank	Simvastatinum
DB00641	drugbank	Synvinolin
DB00641	drugbank	Zocor
DB00643	drugbank	(5-benzoyl-1H-benzimidazol-2-yl)-carbamic acid methyl ester
DB00643	drugbank	MBDZ
DB00643	drugbank	Mebendazol
DB00643	drugbank	Mébendazole
DB00643	drugbank	Mebendazolum
DB00643	drugbank	Vermox
DB00644	drugbank	Fertagyl
DB00644	drugbank	GnRH
DB00644	drugbank	GnRH-I
DB00644	drugbank	Gonadoliberin I
DB00644	drugbank	Gonadorelin decapeptide
DB00644	drugbank	Gonadorelina
DB00644	drugbank	Gonadoréline
DB00644	drugbank	Gonadorelinum
DB00644	drugbank	Gonadotropin-releasing hormone
DB00645	drugbank	1-(4-Butoxyphenyl)-3-(1-piperidinyl)-1-propanone
DB00645	drugbank	2-(1-Piperidyl)ethyl P-butoxyphenyl ketone
DB00645	drugbank	3-Piperidino-4'-butoxypropiophenone
DB00645	drugbank	4-Butoxy-beta-piperidinopropiophenone
DB00645	drugbank	4-N-Butoxy-beta-(1-piperidyl)propiophenone
DB00645	drugbank	4'-Butoxy-3-piperidinopropiophenone
DB00645	drugbank	Diclonina
DB00645	drugbank	Dyclocaine
DB00645	drugbank	Dyclonin
DB00645	drugbank	Dycloninum
DB00646	drugbank	Mycostatin
DB00646	drugbank	Nistatina
DB00646	drugbank	NYS
DB00646	drugbank	Nystatine
DB00646	drugbank	Nystatinum
DB00647	drugbank	d-Propoxyphene
DB00647	drugbank	Destropropossifene
DB00647	drugbank	Dextropropoxifeno
DB00647	drugbank	Dextropropoxyphen
DB00647	drugbank	Dextropropoxyphène
DB00647	drugbank	Dextropropoxyphenum
DB00648	drugbank	Lysodren
DB00648	drugbank	Mitotan
DB00648	drugbank	Mitotano
DB00648	drugbank	Mitotanum
DB00648	drugbank	Piprine-DDD, O-
DB00649	drugbank	1-(2,3-Dideoxy-beta-D-glycero-pent-2-enofuranosyl)thymine
DB00649	drugbank	2',3'-Didehydro-3'-deoxythimidine
DB00649	drugbank	3'-Deoxy-2'-thymidinene
DB00649	drugbank	d4T
DB00649	drugbank	Estavudina
DB00649	drugbank	Sanilvudine
DB00649	drugbank	Stavudin
DB00649	drugbank	Stavudinum
DB00649	drugbank	STV
DB00650	drugbank	(5-formyl-5,6,7,8-tetrahydropteroyl)glutamate
DB00650	drugbank	10-Formyl-7,8-dihydrofolic acid
DB00650	drugbank	5-Formyl-5,6,7,8-tetrahydrofolic acid
DB00650	drugbank	5-Formyl-5,6,7,8-tetrahydropteroyl-L-glutamic acid
DB00650	drugbank	5-Formyltetrahydrofolate
DB00650	drugbank	5-formyltetrahydrofolic acid
DB00650	drugbank	Acide folinique
DB00650	drugbank	folinate
DB00650	drugbank	Folinic acid
DB00650	drugbank	L(-)-5-Formyl-5,6,7,8-tetrahydrofolic acid
DB00650	drugbank	Leucovorinum
DB00650	drugbank	N-(5-formyl-5,6,7,8-tetrahydropteroyl)-L-glutamic acid
DB00650	drugbank	N5-Formyl-5,6,7,8-tetrahydrofolic acid
DB00650	drugbank	N5-Formyltetrahydrofolic acid
DB00651	drugbank	(+-)-7-(2,3-Dihydroxypropyl)theophylline
DB00651	drugbank	(+-)-Diprophylline
DB00651	drugbank	(+-)-Dyphylline
DB00651	drugbank	(±)-diprophylline
DB00651	drugbank	(±)-dyphylline
DB00651	drugbank	(1,2-Dihydroxy-3-propyl)thiophyllin
DB00651	drugbank	1,3-Dimethyl-7-(2,3-dihydroxypropyl)xanthine
DB00651	drugbank	7-(2,3-Dihydroxypropyl)-1,3-dimethylxanthine
DB00651	drugbank	7-(2,3-Dihydroxypropyl)-3,7-dihydro-1,3-dimethyl-1H-purine-2,6-dione
DB00651	drugbank	7-(2,3-Dihydroxypropyl)theophylline
DB00651	drugbank	7-(beta,gamma-Dihydroxypropyl)theophylline
DB00651	drugbank	7-(β,γ-dihydroxypropyl)theophylline
DB00651	drugbank	Dihydroxypropyl theopylin
DB00651	drugbank	Diprofilina
DB00651	drugbank	Diprophylline
DB00651	drugbank	Diprophyllinum
DB00652	drugbank	Fortral
DB00652	drugbank	Pentazocin
DB00652	drugbank	Pentazocina
DB00652	drugbank	Pentazocinum
DB00653	drugbank	Magnesium sulfate (1:1)
DB00653	drugbank	Magnesium sulfate anhydrous
DB00653	drugbank	Magnesium sulphate
DB00653	drugbank	Magnesium(ii) sulfate
DB00653	drugbank	Magnesiumsulfat
DB00653	drugbank	MgSO4
DB00654	drugbank	Isopropyl (Z)-7-((1R,2R,3R,5S)-3,5-dihydroxy-2-((3R)-3-hydroxy-5-phenylpentyl)cyclopentyl)-5-heptenoate
DB00654	drugbank	Latanoprostum
DB00654	drugbank	PhXA 41
DB00654	drugbank	Propan-2-yl (5Z)-7-{(1R,2R,3R,5S)-3,5-dihydroxy-2-[(3R)-3-hydroxy-5-phenylpentyl]cyclopentyl}hept-5-enoate
DB00654	drugbank	Xalatan
DB00655	drugbank	3-Hydroxy-1,3,5(10)-estratrien-17-one
DB00655	drugbank	Estrona
DB00655	drugbank	Estronum
DB00655	drugbank	follicular hormone
DB00655	drugbank	Folliculin
DB00655	drugbank	Oestrone
DB00656	drugbank	2-(3-[4-(3-Chlorophenyl)-1-piperazinyl]propyl)[1,2,4]triazolo[4,3-a]pyridin-3(2H)-one
DB00656	drugbank	Trazodona
DB00656	drugbank	Trazodonum
DB00657	drugbank	Versamine
DB00658	drugbank	Sévélamer
DB00658	drugbank	Sevelamero
DB00658	drugbank	Sevelamerum
DB00659	drugbank	3-Acetamido-1-propanesulfonic acid
DB00659	drugbank	Acamprosato
DB00659	drugbank	Acamprosatum
DB00659	drugbank	N-acetyl homotaurine
DB00659	drugbank	N-Acetylhomotaurine
DB00660	drugbank	Metassalone
DB00660	drugbank	Metaxalon
DB00660	drugbank	Metaxalona
DB00660	drugbank	Metaxalonum
DB00660	drugbank	Skelaxin
DB00661	drugbank	Calan
DB00661	drugbank	Calan sr
DB00661	drugbank	Covera-hs
DB00661	drugbank	CP-16533-1
DB00661	drugbank	CP-165331
DB00661	drugbank	D-365
DB00661	drugbank	Iproveratril 
DB00661	drugbank	Isoptin
DB00661	drugbank	Isoptin sr
DB00661	drugbank	Tarka
DB00661	drugbank	Vérapamil
DB00661	drugbank	Verapamilo
DB00661	drugbank	Verapamilum
DB00661	drugbank	Verelan
DB00662	drugbank	N-[[4-(2-Dimethylaminoethoxy)phenyl]methyl]-3,4,5-trimethoxybenzamide
DB00662	drugbank	Trimethobenzamidum
DB00662	drugbank	Trimetobenzamida
DB00663	drugbank	Flumetason
DB00663	drugbank	Flumetasona
DB00663	drugbank	Flumétasone
DB00663	drugbank	Flumetasone
DB00663	drugbank	Flumetasonum
DB00664	drugbank	Kelfizina
DB00664	drugbank	Solfametopirazina
DB00664	drugbank	Sulfalene
DB00664	drugbank	Sulfaleno
DB00664	drugbank	Sulfalenum
DB00665	drugbank	5,5-Dimethyl-3-(alpha,alpha,alpha-trifluoro-4-nitro-m-tolyl)hydantoin
DB00665	drugbank	Nilandron
DB00665	drugbank	Nilutamida
DB00665	drugbank	Nilutamidum
DB00666	drugbank	Nafarelina
DB00666	drugbank	Nafaréline
DB00666	drugbank	Nafarelinum
DB00667	drugbank	4-(2-Aminoethyl)imidazole bis(dihydrogen phosphate)
DB00667	drugbank	4-(2-Aminoethyl)imidazole di-acid phosphate
DB00667	drugbank	Histamine acid phosphate
DB00667	drugbank	Histamine biphosphate
DB00667	drugbank	Histamine dihydrogen phosphate
DB00667	drugbank	Histamine diphosphate
DB00667	drugbank	Histamine phosphate (1:2)
DB00667	drugbank	Histaminum
DB00668	drugbank	(-)-(R)-Epinephrine
DB00668	drugbank	(-)-3,4-Dihydroxy-alpha-((methylamino)methyl)benzyl alcohol
DB00668	drugbank	(-)-Adrenaline
DB00668	drugbank	(−)-adrenaline
DB00668	drugbank	(R)-(-)-Adnephrine
DB00668	drugbank	(R)-(-)-Adrenaline
DB00668	drugbank	(R)-(-)-Epinephrine
DB00668	drugbank	(R)-(-)-Epirenamine
DB00668	drugbank	(R)-(−)-adrenaline
DB00668	drugbank	4-[(1R)-1-Hydroxy-2-(methylamino)ethyl]-1,2-benzenediol
DB00668	drugbank	Adrenalin
DB00668	drugbank	Adrenaline
DB00668	drugbank	Epinefrin
DB00668	drugbank	Epinefrina
DB00668	drugbank	Epinephrin
DB00668	drugbank	Epinephrinum
DB00668	drugbank	L-Adrenaline
DB00668	drugbank	levoepinephrine
DB00668	drugbank	Primatene
DB00669	drugbank	(3-[2-(dimethylamino)Ethyl]-1H-indol-5-yl)-N-methylmethanesulfonamide
DB00669	drugbank	1-[3-(2-Dimethylaminoethyl)-1H-indol-5-yl]-N-methyl-methanesulfonamide
DB00669	drugbank	3-(2-(dimethylamino)Ethyl)-N-methyl-1H-indole-5-methanesulfonamide
DB00669	drugbank	3-[2-(dimethylamino)Ethyl]-N-methylindole-5-methanesulfonamide
DB00669	drugbank	Imigran
DB00669	drugbank	Imitrex
DB00669	drugbank	NP101
DB00669	drugbank	Sumatran
DB00669	drugbank	Sumatriptán
DB00669	drugbank	Sumatriptan Succinate
DB00669	drugbank	Sumatriptanum
DB00669	drugbank	Sumax
DB00669	drugbank	triptan
DB00670	drugbank	11-((4-Methyl-1-piperazinyl)acetyl)-5,11-dihydro-6H-pyrido(2,3-b)(1,4)benzodiazepin-6-one
DB00670	drugbank	Pirenzepin
DB00670	drugbank	Pirenzepina
DB00670	drugbank	Pirenzépine
DB00670	drugbank	Pirenzepinum
DB00671	drugbank	(-)-Cefixim
DB00671	drugbank	Cefixim
DB00671	drugbank	Cefixima
DB00671	drugbank	Céfixime
DB00671	drugbank	Cefiximum
DB00672	drugbank	1-(P-Chlorobenzenesulfonyl)-3-propylurea
DB00672	drugbank	1-(P-Chlorophenylsulfonyl)-3-propylurea
DB00672	drugbank	1-Propyl-3-(P-chlorobenzenesulfonyl)urea
DB00672	drugbank	4-chloro-N-((Propylamino)carbonyl)benzenesulfonamide
DB00672	drugbank	4-chloro-N-[(Propylamino)carbonyl]benzenesulfonamide
DB00672	drugbank	Chlorpropamid
DB00672	drugbank	Chlorpropamidum
DB00672	drugbank	Clorpropamida
DB00672	drugbank	N-(4-Chlorophenylsulfonyl)-n'-propylurea
DB00672	drugbank	N-(P-Chlorobenzenesulfonyl)-n'-propylurea
DB00672	drugbank	N-Propyl-n'-(P-chlorobenzenesulfonyl)urea
DB00672	drugbank	N-Propyl-n'-P-chlorophenylsulfonylcarbamide
DB00673	drugbank	3-(((2R,3S)-3-(P-Fluorophenyl)-2-(((alphar)-alpha-methyl-3,5-bis(trifluoromethyl)benzyl)oxy)morpholino)methyl)-delta(2)-1,2,4-triazolin-5-one
DB00673	drugbank	Aprépitant
DB00673	drugbank	Aprepitantum
DB00674	drugbank	(-)-Galanthamine
DB00674	drugbank	Galanthamine
DB00675	drugbank	(Z)-2-(4-(1,2-Diphenyl-1-butenyl)phenoxy)-N,N-dimethylethanamine
DB00675	drugbank	(Z)-2-(Para-(1,2-diphenyl-1-butenyl)phenoxy)-N,N-dimethylamine
DB00675	drugbank	1-P-beta-Dimethylaminoethoxyphenyl-trans-1,2-diphenylbut-1-ene
DB00675	drugbank	1-Para-beta-dimethylaminoethoxyphenyl-trans-1,2-diphenylbut-1-ene
DB00675	drugbank	Apo-tamox
DB00675	drugbank	Citofen
DB00675	drugbank	Crisafeno
DB00675	drugbank	Diemon
DB00675	drugbank	Gen-tamoxifen
DB00675	drugbank	Istubol
DB00675	drugbank	Noltam
DB00675	drugbank	Nourytam
DB00675	drugbank	Oncomox
DB00675	drugbank	Retaxim
DB00675	drugbank	Tamofen
DB00675	drugbank	Tamone
DB00675	drugbank	Tamoxasta
DB00675	drugbank	Tamoxifène
DB00675	drugbank	Tamoxifene
DB00675	drugbank	Tamoxifeno
DB00675	drugbank	Tamoxifenum
DB00675	drugbank	trans-Tamoxifen
DB00675	drugbank	Valodex
DB00675	drugbank	Zemide
DB00676	drugbank	Acarobenzyl
DB00676	drugbank	Benylate
DB00676	drugbank	Benzevan
DB00676	drugbank	Benzoate de benzyle
DB00676	drugbank	Benzoesäurebenzylester
DB00676	drugbank	BENZOIC acid phenylmethylester
DB00676	drugbank	Benzoic acid, benzyl ester
DB00676	drugbank	Benzoic acid, phenylmethyl ester
DB00676	drugbank	Benzyl benzoat
DB00676	drugbank	Benzylis benzoas
DB00676	drugbank	Phenylmethyl benzoate
DB00676	drugbank	Spasmodine
DB00677	drugbank	DFP
DB00677	drugbank	Diisopropoxyphosphoryl Fluoride
DB00677	drugbank	Diisopropyl fluorophosphate
DB00677	drugbank	Diisopropyl Fluorophosphonate
DB00677	drugbank	Diisopropyl Phosphofluoridate
DB00677	drugbank	Diisopropyl Phosphorofluoridate
DB00677	drugbank	Diisopropylfluorophosphate
DB00677	drugbank	Diisopropylfluorophosphoric acid ester
DB00677	drugbank	Diisopropylphosphofluoridate
DB00677	drugbank	Diisopropylphosphorofluoridate
DB00677	drugbank	Fluorodiisopropyl Phosphate
DB00677	drugbank	Fluorostigmine
DB00677	drugbank	Isofluorphate
DB00677	drugbank	Isoflurophosphate
DB00677	drugbank	Isopropyl fluophosphate
DB00677	drugbank	Isopropyl Phosphorofluoridate
DB00677	drugbank	Neoglaucit
DB00677	drugbank	O,O'-diisopropyl phosphoryl fluoride
DB00678	drugbank	(2-Butyl-4-chloro-1-{[2'-(1H-tetrazol-5-yl)biphenyl-4-yl]methyl}-1H-imidazol-5-yl)methanol
DB00678	drugbank	2-N-Butyl-4-chloro-5-hydroxymethyl-1-[(2'-(1H-tetrazol-5-yl)biphenyl-4-yl)methyl]imidazole
DB00678	drugbank	DuP 89
DB00679	drugbank	10-[2-(1-Methyl-2-piperidyl)ethyl]-2-methylsulfanyl-phenothiazine
DB00679	drugbank	2-Methylmercapto-10-(2-(N-methyl-2-piperidyl)ethyl)phenothiazine
DB00679	drugbank	3-Methylmercapto-N-(2'-(N-methyl-2-piperidyl)ethyl)phenothiazine
DB00679	drugbank	Mallorol
DB00679	drugbank	Malloryl
DB00679	drugbank	Meleril
DB00679	drugbank	Mellaril
DB00679	drugbank	Mellaril-S
DB00679	drugbank	Mellerets
DB00679	drugbank	Mellerette
DB00679	drugbank	Melleril
DB00679	drugbank	Orsanil
DB00679	drugbank	Sonapax
DB00679	drugbank	Thioridazin
DB00679	drugbank	Thioridazinum
DB00679	drugbank	Tioridazina
DB00680	drugbank	[10-(3-Morpholin-4-yl-propionyl)-10H-phenothiazin-2-yl]-carbamic acid ethyl ester
DB00680	drugbank	EN-313
DB00680	drugbank	Ethmozin
DB00680	drugbank	Ethyl 10-(3-morpholinopropionyl)phenothiazine-2-carbamate
DB00680	drugbank	Ethyl 10-(beta-N-morpholinylpropionyl)phenothiazine-2-carbamate
DB00680	drugbank	Etmozin
DB00680	drugbank	Moracizin
DB00680	drugbank	Moracizina
DB00680	drugbank	Moracizine
DB00680	drugbank	Moracizinum
DB00681	drugbank	Amfotericina B
DB00681	drugbank	AMPH-b
DB00681	drugbank	Amphotéricine B
DB00681	drugbank	Amphotericinum B
DB00681	drugbank	C-AmB
DB00681	drugbank	Liposomal amphotericin b
DB00682	drugbank	4-Hydroxy-3-(3-oxo-1-phenylbutyl)coumarin
DB00682	drugbank	Coumafene
DB00682	drugbank	Zoocoumarin
DB00683	drugbank	Buccolam
DB00683	drugbank	Dormicum
DB00683	drugbank	Midazolamum
DB00684	drugbank	3'-Deoxykanamycin b
DB00684	drugbank	Nebramycin 6
DB00684	drugbank	Nebramycin factir 6
DB00684	drugbank	Nebramycin-Faktor 6
DB00684	drugbank	O-3-Amino-3-deoxy-alpha-D-glucopyranosyl-(1-4)-O-(2,6-diamino-2,3,6-trideoxy-alpha-D-ribohexopyranosyl-(1-4))-2-deoxy-D-streptamine
DB00684	drugbank	Tobracin (tn)
DB00684	drugbank	Tobramicina
DB00684	drugbank	Tobramycine 
DB00684	drugbank	Tobramycinum
DB00684	drugbank	Tobrex (tn)
DB00686	drugbank	Pentosan sulfuric polyester
DB00686	drugbank	Pentosane polysulfate
DB00686	drugbank	Pentosani polysulfas
DB00686	drugbank	Pentosano polisulfato
DB00686	drugbank	Pentosanpolysulfat
DB00687	drugbank	9alpha-FLUOROCORTISOL
DB00687	drugbank	Fludrocortison
DB00687	drugbank	Fludrocortisona
DB00687	drugbank	Fludrocortisonum
DB00687	drugbank	Fluohydrocortisone
DB00688	drugbank	2-Morpholinoethyl (e)-6-(4-hydroxy-6-methoxy-7-methyl-3-oxo-5-phthalanyl)-4-methyl-4-hexenoate
DB00688	drugbank	Cellcept
DB00688	drugbank	MMF
DB00688	drugbank	Mycophenolic acid morpholinoethyl ester
DB00688	drugbank	RS 61443
DB00689	drugbank	7-(2-D-alpha-Aminophenylacetamido)cephalosporanic acid
DB00689	drugbank	7-(D-2-Amino-2-phenylacetamido)-3-acetoxymethyl-delta(sup3)-cephem-4-carboxylic acid
DB00689	drugbank	7-(D-alpha-Aminophenyl-acetamido)cephalosporanic acid
DB00689	drugbank	Cefaloglicina
DB00689	drugbank	Cefaloglycine
DB00689	drugbank	Cefaloglycinum
DB00689	drugbank	CEG
DB00689	drugbank	Cephaloglycine
DB00689	drugbank	Cephaoglycin acid
DB00689	drugbank	D-(-)-Cephaloglycin
DB00689	drugbank	D-Cephaloglycine
DB00690	drugbank	Flurazépam
DB00690	drugbank	Flurazepamum
DB00690	drugbank	Insumin
DB00691	drugbank	Moexiprilum
DB00691	drugbank	Uniretic
DB00691	drugbank	Univasc
DB00692	drugbank	2-(N-(m-Hydroxyphenyl)-P-toluidinomethyl)imidazoline
DB00692	drugbank	Fentolamina
DB00692	drugbank	Phentolamin
DB00692	drugbank	Phentolamine mesylate
DB00692	drugbank	Phentolaminum
DB00692	drugbank	Regitina
DB00692	drugbank	Regitine
DB00692	drugbank	Rogitine
DB00692	drugbank	Vesomax
DB00693	drugbank	3,6-fluorandiol
DB00693	drugbank	3',6'-dihydroxyfluoran
DB00693	drugbank	9-(o-carboxyphenyl)-6-hydroxy-3-isoxanthenone
DB00693	drugbank	9-(o-carboxyphenyl)-6-hydroxy-3H-xanthen-3-one
DB00693	drugbank	C.I. Solvent Yellow 94
DB00693	drugbank	D and C Yellow No. 7
DB00693	drugbank	D&C Yellow No. 7
DB00693	drugbank	Fluoresceine
DB00693	drugbank	Fluoreszein
DB00693	drugbank	Japan Yellow 201
DB00693	drugbank	Resorcinolphthalein
DB00693	drugbank	Solvent Yellow 94
DB00693	drugbank	Yellow fluorescein
DB00694	drugbank	(+)-Daunomycin
DB00694	drugbank	(8S-cis)-8-Acetyl-10-((3-amino-2,3,6-trideoxy-alpha-L-lyxo-hexopyrannosyl)oxy)-7,8,9,10-tetrahydro-6,8,11-trihydroxy-1-methoxy-5,12-napthacenedione
DB00694	drugbank	Acetyladriamycin
DB00694	drugbank	Daunomycin
DB00694	drugbank	Daunorubicina
DB00694	drugbank	Daunorubicine 
DB00694	drugbank	Daunorubicinum
DB00694	drugbank	Leukaemomycin C
DB00694	drugbank	Rubidomycin
DB00695	drugbank	2-Furfurylamino-4-chloro-5-sulfamoylbenzoic acid
DB00695	drugbank	4-Chloro-5-sulfamoyl-N-furfuryl-anthranilic acid
DB00695	drugbank	4-Chloro-N-(2-furylmethyl)-5-sulfamoylanthranilic acid
DB00695	drugbank	4-Chloro-N-furfuryl-5-sulfamoylanthranilic acid
DB00695	drugbank	Frusemide
DB00695	drugbank	Furosemid
DB00695	drugbank	Furosemida
DB00695	drugbank	Furosemidu
DB00695	drugbank	Furosemidum
DB00695	drugbank	Lasix (tn)
DB00696	drugbank	(5'alpha)-12'-hydroxy-2'-methyl-5'-(phenylmethyl)ergotoman-3',6',18-trione
DB00696	drugbank	12'-Hydroxy-2'-methyl-5'alpha-(phenylmethyl)ergotaman-3',6',18-trione
DB00696	drugbank	Ergotamin
DB00696	drugbank	Ergotamina
DB00696	drugbank	Ergotaminum
DB00696	drugbank	Gynergen
DB00697	drugbank	5-Chloro-4-(2-imidazolin-2-ylamino)-2,1,3-benzothiadiazole
DB00697	drugbank	Tizanidin
DB00697	drugbank	Tizanidina
DB00697	drugbank	Tizanidinum
DB00698	drugbank	1-((5-nitro-2-furanyl)methylene)amino-2,4-imidazolidenedione
DB00698	drugbank	1-((5-nitrofurfurylidene)amino)hydantoin
DB00698	drugbank	5-Nitrofurantoin
DB00698	drugbank	N-(5-Nitrofurfurylidene)-1-aminohydantoin
DB00698	drugbank	Nitrofurantoin anhydrous
DB00698	drugbank	Nitrofurantoin macrocrystal
DB00698	drugbank	Nitrofurantoin macrocrystalline
DB00698	drugbank	Nitrofurantoin, macrocrystalline
DB00698	drugbank	Nitrofurantoin, macrocrystals
DB00698	drugbank	nitrofurantoina
DB00698	drugbank	nitrofurantoine
DB00698	drugbank	nitrofurantoinum
DB00698	drugbank	Nitrofurantoinum anhydrous
DB00699	drugbank	Nicergolin
DB00699	drugbank	Nicergolina
DB00699	drugbank	Nicergolinum
DB00699	drugbank	Sermion
DB00700	drugbank	Epoxymexrenone
DB00700	drugbank	Inspra
DB00701	drugbank	(3S)-Tetrahydro-3-furanyl ((1S,2R)-3-(((4-aminophenyl)sulfonyl)(2-methylpropyl)amino)-2-hydroxy-1-(phenylmethyl)propyl)carbamate
DB00701	drugbank	Agenerase
DB00701	drugbank	Amprénavir
DB00701	drugbank	Amprenavirum
DB00702	drugbank	Icodextrina
DB00702	drugbank	Icodextrine
DB00702	drugbank	Icodextrinum
DB00703	drugbank	Metazolamida
DB00703	drugbank	Methazolamid
DB00703	drugbank	Méthazolamide
DB00703	drugbank	Methazolamidum
DB00703	drugbank	Methenamide
DB00703	drugbank	Neptazane
DB00703	drugbank	Neptazaneat
DB00704	drugbank	17-(Cyclopropylmethyl)-4,5-epoxy-3,14-dihydroxymorphinan-6-one
DB00704	drugbank	17-(Cyclopropylmethyl)-4,5alpha-epoxy-3,14-dihydroxymorphinan-6-one
DB00704	drugbank	N-Cyclopropylmethyl-14-hydroxydihydromorphinone
DB00704	drugbank	N-Cyclopropylmethylnoroxymorphone
DB00704	drugbank	Naltrexon
DB00704	drugbank	Naltrexona
DB00704	drugbank	Naltrexonum
DB00705	drugbank	(N-[2-[4-[3-(1-Methylethylamino)pyridin-2-yl]piperazin-1-yl]carbonyl-1H-indol-5-yl] methanesulfonamide)
DB00705	drugbank	1-(3-((1-Methylethyl)amino)-2-pyridinyl)-4-((5-((methylsulfonyl)amino)-1H-indol-2-yl)carbonyl)piperazine
DB00705	drugbank	2-(4-(5-Methanesulfonamido-1H-indol-2-ylcarbonyl)-1-piperazinyl)-N-(1-methylethyl)-3-pyridinamine
